activity_identifier,result_ref,result_type,aggregation_status,title,description
XM-DAC-46008-cfa011218,result_2,3,,Personas beneficiados por una conexión nueva o mejorada de agua potable y/o alcantarillado,
XM-DAC-46008-cfa011218,result_3,3,,"Carreteras construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa011218,result_4,3,,Empleos formales creados gracias al proyecto,
XM-DAC-46008-cfa011218,result_5,3,,Plantas de tratamiento de agua potable construidas o mejoradas,
XM-DAC-46008-cfa011218,result_6,3,,Plantas de tratamiento de aguas residuales construidas o mejoradas,
XM-DAC-46008-cfa011218,result_7,3,,Personas beneficiadas por soluciones de saneamiento,
XM-DAC-46008-cfa011218,result_8,3,,Redes de alcantarillado construídas o mejoradas,
XM-DAC-46008-cfa012132,result_1,3,,Personas viviendo en barrios beneficiadas por mejoras en el entorno de su hábitat,
XM-DAC-46008-cfa012132,result_2,3,,Superficie urbana mejorada,
XM-DAC-46008-cfa012132,result_3,3,,Viajeros en modos de transporte sostenibles nuevos o mejorados,
XM-DAC-46008-cfa012132,result_4,3,,Valor de la propiedad dentro del área de influencia del proyecto,
XM-DAC-46008-cfa011886,result_1,3,,Personas beneficiadas por una nueva o mejor infraestructura energética,
XM-DAC-46008-cfa011886,result_2,3,,Líneas de transmisión y distribución instaladas o rehabilitadas,
XM-DAC-46008-cfa011027,result_1,3,,Personas beneficiadas por un microcrédito,
XM-DAC-46008-cfa011840,result_1,3,,Superficie urbana mejorada,
XM-DAC-46008-cfa011840,result_2,3,,Personas beneficiados por una conexión nueva o mejorada de agua potable y/o alcantarillado,
XM-DAC-46008-cfa011840,result_3,3,,Redes de alcantarillado construídas o mejoradas,
XM-DAC-46008-cfa011840,result_4,3,,Infraestructuras de control de cursos o cuerpos de agua construidas o rehabilitadas,
XM-DAC-46008-cfa011840,result_5,3,,Tuberías de agua potable instaladas ,
XM-DAC-46008-cfa011840,result_6,3,,"Vías urbanas construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa011840,result_7,3,,Personas beneficiadas por infraestructura de control de cursos o cuerpos de agua construidas o rehabilitadas,
XM-DAC-46008-cfa011840,result_8,3,,Instituciones públicas beneficiadas con intervenciones de gobierno electrónico,
XM-DAC-46008-cfa011840,result_9,3,,Reducción en los costos de operación vehicular,
XM-DAC-46008-cfa011840,result_10,3,,Personas viviendo en barrios beneficiadas por mejoras en el entorno de su hábitat,
XM-DAC-46008-cfa011840,result_11,3,,Personas beneficiadas por adaptación al cambio climático,
XM-DAC-46008-cfa011840,result_12,3,,Mujeres directamente beneficiadas por intervenciones CAF,
XM-DAC-46008-cfa011840,result_13,3,,Beneficiarios de una mejor gestión y uso sostenible del medio ambiente,
XM-DAC-46008-cfa011840,result_14,3,,Viajeros en modos de transporte sostenibles nuevos o mejorados,
XM-DAC-46008-cfa011840,result_15,3,,Capacidad instalada de generación añadida al sistema eléctrico nacional,
XM-DAC-46008-cfa011497,result_1,3,,Operaciones con componentes de fortalecimiento institucional de organismos ejecutores,
XM-DAC-46008-cfa011497,result_2,3,,"Vías urbanas construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa011497,result_3,3,,Superficie urbana mejorada,
XM-DAC-46008-cfa011497,result_4,3,,Personas viviendo en barrios beneficiadas por mejoras en el entorno de su hábitat,
XM-DAC-46008-cfa012375,result_1,3,,"Vías urbanas construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa012375,result_2,3,,Superficie urbana mejorada,
XM-DAC-46008-cfa012375,result_3,3,,Personas viviendo en barrios beneficiadas por mejoras en el entorno de su hábitat,
XM-DAC-46008-cfa012375,result_4,3,,Superficie urbana mejorada,
XM-DAC-46008-cfa012375,result_5,3,,Operaciones con componentes de fortalecimiento institucional de organismos ejecutores,
XM-DAC-46008-cfl0000003432,result_1,3,,Pymes beneficiadas por operaciones de CAF a través de intermediarios financieros tales como bancos comerciales y de desarrollo regionales o locales ,
XM-DAC-46008-cfl0000003432,result_2,3,,"Empresas beneficiadas por operaciones de CAF a través de intermediarios para capital de trabajo, comercio exterior, y proyectos de inversión",
XM-DAC-46008-cfl0000003432,result_3,3,,Microréditos,
XM-DAC-46008-cfl0000003533,result_1,3,,"Empresas beneficiadas por operaciones de CAF a través de intermediarios para capital de trabajo, comercio exterior, y proyectos de inversión",
XM-DAC-46008-cfa012251,result_1,3,,Beneficiarios de una mejor gestión y uso sostenible del medio ambiente,
XM-DAC-46008-cfa012251,result_2,3,,Personas beneficiadas por soluciones de saneamiento,
XM-DAC-46008-cfa012251,result_3,3,,Personas beneficiados por una conexión nueva o mejorada de agua potable y/o alcantarillado,
XM-DAC-46008-cfa012251,result_4,3,,Capacidad instalada de tratamiento de agua residual,
XM-DAC-46008-cfa012251,result_5,3,,Plantas de tratamiento de aguas residuales construidas o mejoradas,
XM-DAC-46008-cfa012251,result_6,3,,Tuberías de agua potable instaladas ,
XM-DAC-46008-cfa012251,result_7,3,,Conexiones nuevas de agua potable,
XM-DAC-46008-cfa012251,result_8,3,,Operaciones con componentes de fortalecimiento institucional de organismos ejecutores,
XM-DAC-46008-cfa012251,result_9,3,,Conexiones nuevas de alcantarillado,
XM-DAC-46008-cfa012251,result_10,3,,Redes de alcantarillado construídas o mejoradas,
XM-DAC-46008-cfa012048,result_1,3,,"Vías urbanas construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa012048,result_2,3,,Plantas de tratamiento de agua potable construidas o mejoradas,
XM-DAC-46008-cfa012048,result_3,3,,Tuberías de agua potable instaladas ,
XM-DAC-46008-cfa012048,result_4,3,,Personas beneficiados por una conexión nueva o mejorada de agua potable y/o alcantarillado,
XM-DAC-46008-cfa012150,result_1,3,,Personas beneficiadas por infraestructura de irrigación nueva y/o rehabilitada en áreas rurales y vulnerables,
XM-DAC-46008-cfa012150,result_2,3,,Mujeres directamente beneficiadas por intervenciones CAF,
XM-DAC-46008-cfa012150,result_3,3,,Operaciones con componentes de fortalecimiento institucional de organismos ejecutores,
XM-DAC-46008-cfa012150,result_4,3,,Superficie de terreno beneficiadas por infraestructura de irrigación nueva y/o rehabilitada,
XM-DAC-46008-cfa012135,result_1,3,,"Vías urbanas construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa012135,result_2,3,,Personas viviendo en barrios beneficiadas por mejoras en el entorno de su hábitat,
XM-DAC-46008-cfa012135,result_3,3,,Operaciones con componentes de fortalecimiento institucional de organismos ejecutores,
XM-DAC-46008-cfa012135,result_4,3,,Redes de alcantarillado construídas o mejoradas,
XM-DAC-46008-cfa012135,result_5,3,,Superficie urbana mejorada,
XM-DAC-46008-cfa012135,result_6,3,,Personas beneficiados por una conexión nueva o mejorada de agua potable y/o alcantarillado,
XM-DAC-46008-cfa012135,result_7,3,,Valor de la propiedad dentro del área de influencia del proyecto,
XM-DAC-46008-cfl0000003686,result_1,3,,Personas que se benefician de soluciones de vivienda,
XM-DAC-46008-cfa012200,result_1,3,,Superficie urbana mejorada,
XM-DAC-46008-cfa012200,result_2,3,,Personas viviendo en barrios beneficiadas por mejoras en el entorno de su hábitat,
XM-DAC-46008-cfa012200,result_3,3,,Infraestructura educativa construida o rehabilitada,
XM-DAC-46008-cfa012200,result_4,3,,Ahorro en tiempos de viaje (minutos),
XM-DAC-46008-cfa012200,result_5,3,,Estudiantes beneficiados por proyectos de educación,
XM-DAC-46008-cfa012200,result_6,3,,Empleados públicos capacitados,
XM-DAC-46008-cfa012200,result_7,3,,"Vías urbanas construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa010989,result_1,3,,Viviendas construídas o mejoradas,
XM-DAC-46008-cfa010989,result_2,3,,Empleados públicos capacitados,
XM-DAC-46008-cfa010989,result_3,3,,Personas que se benefician de soluciones de vivienda,
XM-DAC-46008-cfa010989,result_4,3,,Operaciones con componentes de fortalecimiento institucional de organismos ejecutores,
XM-DAC-46008-cfa011299,result_1,3,,Plantas de tratamiento de aguas residuales construidas o mejoradas,
XM-DAC-46008-cfa011299,result_2,3,,"Vías urbanas construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa011299,result_3,3,,Ahorro en tiempos de viaje (minutos),
XM-DAC-46008-cfa011299,result_4,3,,Personas beneficiadas por soluciones de saneamiento,
XM-DAC-46008-cfa011779,result_1,3,,Personas beneficiados por una conexión nueva o mejorada de agua potable y/o alcantarillado,
XM-DAC-46008-cfa011779,result_2,3,,Tuberías de agua potable instaladas ,
XM-DAC-46008-cfa011779,result_3,3,,Mujeres directamente beneficiadas por intervenciones CAF,
XM-DAC-46008-cfa011779,result_4,3,,Plantas de tratamiento de aguas residuales construidas o mejoradas,
XM-DAC-46008-cfa011779,result_5,3,,Redes de alcantarillado construídas o mejoradas,
XM-DAC-46008-cfa011779,result_6,3,,Personas beneficiadas por soluciones de saneamiento,
XM-DAC-46008-cfa012147,result_1,3,,Personas beneficiados por una conexión nueva o mejorada de agua potable y/o alcantarillado,
XM-DAC-46008-cfa012147,result_2,3,,Redes de alcantarillado construídas o mejoradas,
XM-DAC-46008-cfa012147,result_3,3,,Plantas de tratamiento de aguas residuales construidas o mejoradas,
XM-DAC-46008-cfa012360,result_1,3,,Superficie urbana mejorada,
XM-DAC-46008-cfa012360,result_2,3,,Personas viviendo en barrios beneficiadas por mejoras en el entorno de su hábitat,
XM-DAC-46008-cfa010867,result_1,3,,Operaciones con componentes de fortalecimiento institucional de organismos ejecutores,
XM-DAC-46008-cfa011860,result_1,3,,Personas beneficiadas por infraestructura de control de cursos o cuerpos de agua construidas o rehabilitadas,
XM-DAC-46008-cfa011860,result_2,3,,Beneficiarios de una mejor gestión y uso sostenible del medio ambiente,
XM-DAC-46008-cfa011860,result_3,3,,Personas beneficiadas por adaptación al cambio climático,
XM-DAC-46008-cfa011860,result_4,3,,Empleados públicos capacitados,
XM-DAC-46008-cfa011860,result_5,3,,Operaciones con componentes de fortalecimiento institucional de organismos ejecutores,
XM-DAC-46008-cfa011860,result_6,3,,Personas viviendo en barrios beneficiadas por mejoras en el entorno de su hábitat,
XM-DAC-46008-cfa011860,result_7,3,,Infraestructuras de control de cursos o cuerpos de agua construidas o rehabilitadas,
XM-DAC-46008-cfa011860,result_8,3,,"Carreteras construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa011860,result_9,3,,Superficie urbana mejorada,
XM-DAC-46008-cfa011860,result_10,3,,"Usuarios adicionales de la vía construida, mejorada o rehabilitada",
XM-DAC-46008-cfa011815,result_1,3,,Viajeros en modos de transporte sostenibles nuevos o mejorados,
XM-DAC-46008-cfa011815,result_2,3,,Reducción de emisiones de carbono con apoyo de intervenciones CAF (toneladas anuales de CO2 equivalentes),
XM-DAC-46008-cfa011783,result_1,3,,PYMEs beneficiadas por operaciones de CAF a través de intermediarios (#),
XM-DAC-46008-cfa011783,result_2,3,,Mujeres directamente beneficiadas por intervenciones CAF,
XM-DAC-46008-cfa012474,result_1,3,,Personas beneficiados por una conexión nueva o mejorada de agua potable y/o alcantarillado,
XM-DAC-46008-cfa012474,result_2,3,,Personas beneficiadas por soluciones de saneamiento,
XM-DAC-46008-cfa012474,result_3,3,,Capacidad instalada de tratamiento de agua residual,
XM-DAC-46008-cfa012474,result_4,3,,Plantas de tratamiento de agua potable construidas o mejoradas,
XM-DAC-46008-cfa011686,result_1,3,,Personas beneficiados por una conexión nueva o mejorada de agua potable y/o alcantarillado,
XM-DAC-46008-cfa011686,result_2,3,,Personas beneficiadas por adaptación al cambio climático,
XM-DAC-46008-cfa011686,result_3,3,,Mujeres directamente beneficiadas por intervenciones CAF,
XM-DAC-46008-cfa011686,result_4,3,,Tuberías de agua potable instaladas ,
XM-DAC-46008-cfa011686,result_5,3,,Plantas de tratamiento de agua potable construidas o mejoradas,
XM-DAC-46008-cfa010726,result_1,3,,"Carreteras construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa010726,result_2,3,,"Usuarios adicionales de la vía construida, mejorada o rehabilitada",
XM-DAC-46008-cfa012330,result_1,3,,Personas beneficiados por una conexión nueva o mejorada de agua potable y/o alcantarillado,
XM-DAC-46008-cfa012330,result_2,3,,"Vías urbanas construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa012330,result_3,3,,Superficie urbana mejorada,
XM-DAC-46008-cfa012330,result_4,3,,Personas viviendo en barrios beneficiadas por mejoras en el entorno de su hábitat,
XM-DAC-46008-cfa012330,result_5,3,,Tuberías de agua potable instaladas ,
XM-DAC-46008-cfa012330,result_6,3,,Redes de alcantarillado construídas o mejoradas,
XM-DAC-46008-cfa011792,result_1,3,,Personas beneficiados por una conexión nueva o mejorada de agua potable y/o alcantarillado,
XM-DAC-46008-cfa011792,result_2,3,,Personas viviendo en barrios beneficiadas por mejoras en el entorno de su hábitat,
XM-DAC-46008-cfa011792,result_3,3,,Personas beneficiadas por infraestructura de control de cursos o cuerpos de agua construidas o rehabilitadas,
XM-DAC-46008-cfa011792,result_4,3,,Personas beneficiadas por soluciones de saneamiento,
XM-DAC-46008-cfa011792,result_5,3,,Infraestructuras de control de cursos o cuerpos de agua construidas o rehabilitadas,
XM-DAC-46008-cfa011792,result_6,3,,"Vías urbanas construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa011792,result_7,3,,Capacidad instalada de tratamiento de agua residual,
XM-DAC-46008-cfa011792,result_8,3,,Superficie urbana mejorada,
XM-DAC-46008-cfa011792,result_9,3,,Conexiones nuevas de alcantarillado,
XM-DAC-46008-cfa011792,result_10,3,,Plantas de tratamiento de aguas residuales construidas o mejoradas,
XM-DAC-46008-cfl0000003213,result_1,3,,"Empresas beneficiadas por operaciones de CAF a través de intermediarios para capital de trabajo, comercio exterior, y proyectos de inversión",
XM-DAC-46008-cfl0000003213,result_2,3,,Pymes beneficiadas por operaciones de CAF a través de intermediarios financieros tales como bancos comerciales y de desarrollo regionales o locales ,
XM-DAC-46008-cfa011553,result_1,3,,Beneficiarios de una mejor gestión y uso sostenible del medio ambiente,
XM-DAC-46008-cfa011553,result_2,3,,Operaciones con componentes de modernización del estado,
XM-DAC-46008-cfa011553,result_3,3,,Reducción de emisiones de carbono con apoyo de intervenciones CAF (toneladas anuales de CO2 equivalentes),
XM-DAC-46008-cfa011553,result_4,3,,Instituciones públicas beneficiadas con intervenciones de gobierno electrónico,
XM-DAC-46008-cfa011553,result_5,3,,Mujeres directamente beneficiadas por intervenciones CAF,
XM-DAC-46008-cfa011553,result_6,3,,Personas beneficiadas por soluciones de saneamiento,
XM-DAC-46008-cfa011553,result_7,3,,"Vías urbanas construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa011553,result_8,3,,Superficie urbana mejorada,
XM-DAC-46008-cfa011553,result_9,3,,Capacidad instalada de tratamiento de agua residual,
XM-DAC-46008-cfa011553,result_10,3,,Empleados públicos capacitados,
XM-DAC-46008-cfa011553,result_11,3,,"Operaciones con componentes de apoyo al marco regulatorio para la inversión, la productividad y la competitividad",
XM-DAC-46008-cfa011553,result_12,3,,Personas beneficiados por una conexión nueva o mejorada de agua potable y/o alcantarillado,
XM-DAC-46008-cfa011553,result_13,3,,Redes de alcantarillado construídas o mejoradas,
XM-DAC-46008-cfa011553,result_14,3,,Conexiones nuevas de alcantarillado,
XM-DAC-46008-cfa011553,result_15,3,,Personas viviendo en barrios beneficiadas por mejoras en el entorno de su hábitat,
XM-DAC-46008-cfa011016,result_1,3,,Personas viviendo en barrios beneficiadas por mejoras en el entorno de su hábitat,
XM-DAC-46008-cfa011016,result_2,3,,"Carreteras construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa011691,result_1,3,,Ahorro en tiempos de viaje (minutos),
XM-DAC-46008-cfa011691,result_2,3,,"Carreteras construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa011691,result_3,3,,"Usuarios adicionales de la vía construida, mejorada o rehabilitada",
XM-DAC-46008-cfa012332,result_1,3,,Ahorro en tiempos de viaje (minutos),
XM-DAC-46008-cfa012332,result_2,3,,Reducción en los costos de operación vehicular,
XM-DAC-46008-cfa012332,result_3,3,,Mujeres directamente beneficiadas por intervenciones CAF,
XM-DAC-46008-cfa012332,result_4,3,,Personas beneficiadas por infraestructura de irrigación nueva y/o rehabilitada en áreas rurales y vulnerables,
XM-DAC-46008-cfa012332,result_5,3,,Mujeres embarazadas que han recibido atención prenatal,
XM-DAC-46008-cfa012332,result_6,3,,"Carreteras construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa012332,result_7,3,,"Usuarios adicionales de la vía construida, mejorada o rehabilitada",
XM-DAC-46008-cfa012332,result_8,3,,Personas viviendo en barrios beneficiadas por mejoras en el entorno de su hábitat,
XM-DAC-46008-cfa012332,result_9,3,,Superficie de terreno beneficiadas por infraestructura de irrigación nueva y/o rehabilitada,
XM-DAC-46008-cfa012332,result_10,3,,Valor de la propiedad dentro del área de influencia del proyecto,
XM-DAC-46008-cfa012054,result_1,3,,Redes de alcantarillado construídas o mejoradas,
XM-DAC-46008-cfa012054,result_2,3,,Personas beneficiadas por soluciones de saneamiento,
XM-DAC-46008-cfa012054,result_3,3,,Personas beneficiados por una conexión nueva o mejorada de agua potable y/o alcantarillado,
XM-DAC-46008-cfa012054,result_4,3,,Plantas de tratamiento de aguas residuales construidas o mejoradas,
XM-DAC-46008-cfa012253,result_1,3,,Personas viviendo en barrios beneficiadas por mejoras en el entorno de su hábitat,
XM-DAC-46008-cfa012253,result_2,3,,Superficie urbana mejorada,
XM-DAC-46008-cfa012253,result_3,3,,Intervenciones con componentes de igualdad de género,
XM-DAC-46008-cfa012565,result_1,3,,"Vías urbanas construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa012565,result_2,3,,Ahorro en tiempos de viaje (minutos),
XM-DAC-46008-cfa012565,result_3,3,,Mujeres directamente beneficiadas por intervenciones CAF,
XM-DAC-46008-cfa012565,result_4,3,,Personas beneficiadas por adaptación al cambio climático,
XM-DAC-46008-cfa011985,result_1,3,,Personas beneficiadas por una nueva o mejor infraestructura energética,
XM-DAC-46008-cfa011985,result_2,3,,Operaciones de integración energética apoyadas por CAF,
XM-DAC-46008-cfa012430,result_1,3,,Mujeres directamente beneficiadas por intervenciones CAF,
XM-DAC-46008-cfa012430,result_2,3,,Beneficiarios de una mejor gestión y uso sostenible del medio ambiente,
XM-DAC-46008-cfa012327,result_1,3,,Ahorro en tiempos de viaje (minutos),
XM-DAC-46008-cfa012327,result_2,3,,Redes de alcantarillado construídas o mejoradas,
XM-DAC-46008-cfa012327,result_3,3,,Conexiones nuevas de alcantarillado,
XM-DAC-46008-cfa012327,result_4,3,,Personas beneficiados por una conexión nueva o mejorada de agua potable y/o alcantarillado,
XM-DAC-46008-cfa012327,result_5,3,,Tuberías de agua potable instaladas ,
XM-DAC-46008-cfa012327,result_6,3,,Reducción en los costos de operación vehicular,
XM-DAC-46008-cfa012327,result_7,3,,"Vías urbanas construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa012327,result_8,3,,Conexiones nuevas de agua potable,
XM-DAC-46008-cfa012327,result_9,3,,Superficie urbana mejorada,
XM-DAC-46008-cfa012327,result_10,3,,Personas viviendo en barrios beneficiadas por mejoras en el entorno de su hábitat,
XM-DAC-46008-cfa012327,result_11,3,,Valor de la propiedad dentro del área de influencia del proyecto,
XM-DAC-46008-cfa011663,result_1,3,,Tuberías de agua potable instaladas ,
XM-DAC-46008-cfa011663,result_2,3,,Plantas de tratamiento de agua potable construidas o mejoradas,
XM-DAC-46008-cfa011663,result_3,3,,Personas beneficiados por una conexión nueva o mejorada de agua potable y/o alcantarillado,
XM-DAC-46008-cfa011904,result_1,3,,Redes de alcantarillado construídas o mejoradas,
XM-DAC-46008-cfa011904,result_2,3,,Personas viviendo en barrios beneficiadas por mejoras en el entorno de su hábitat,
XM-DAC-46008-cfa011904,result_3,3,,"Vías urbanas construidas, mejoradas y/o rehabilitadas",
XM-DAC-46008-cfa011904,result_4,3,,Ahorro en tiempos de viaje (minutos),
XM-DAC-46008-cfa011904,result_5,3,,Personas beneficiados por una conexión nueva o mejorada de agua potable y/o alcantarillado,
XM-DAC-46008-cfa011904,result_6,3,,Conexiones nuevas de alcantarillado,
XM-DAC-46008-cfa012629,result_1,3,,Conexiones nuevas de alcantarillado,
XM-DAC-46008-cfa012629,result_2,3,,Conexiones nuevas de agua potable,
XM-DAC-46008-cfa012629,result_3,3,,Operaciones de integración física latinoamericana y corredores logísticos de integración apoyadas por CAF ,
XM-DAC-46008-cfa012629,result_4,3,,Operaciones con componentes de fortalecimiento institucional de organismos ejecutores,
XM-DAC-46008-cfa012629,result_5,3,,Personas beneficiadas por soluciones de saneamiento,
XM-DAC-46008-cfa012629,result_6,3,,Personas beneficiados por una conexión nueva o mejorada de agua potable y/o alcantarillado,
XM-DAC-46008-cfa012629,result_7,3,,Empleados públicos capacitados,
XM-DAC-46008-cfa012629,result_8,3,,Empleados públicos capacitados en temas de integración económica,
XM-DAC-46008-cfa012629,result_9,3,,Redes de alcantarillado construídas o mejoradas,
XM-DAC-46008-cfa012629,result_10,3,,Tuberías de agua potable instaladas ,
XM-DAC-46008-cfl0000003786,result_1,3,,Pymes beneficiadas por operaciones de CAF a través de intermediarios financieros tales como bancos comerciales y de desarrollo regionales o locales ,
XM-DAC-46008-cfl0000003786,result_2,3,,"Empresas beneficiadas por operaciones de CAF a través de intermediarios para capital de trabajo, comercio exterior, y proyectos de inversión",
XM-DAC-46008-cfa011724,result_1,3,,Tuberías de agua potable instaladas ,
XM-DAC-46008-cfa011724,result_2,3,,Conexiones nuevas de alcantarillado,
XM-DAC-46008-cfa011724,result_3,3,,Redes de alcantarillado construídas o mejoradas,
XM-DAC-46008-cfa011724,result_4,3,,Personas beneficiados por una conexión nueva o mejorada de agua potable y/o alcantarillado,
XM-DAC-46008-cfa011724,result_5,3,,Conexiones nuevas de agua potable,
