activity_identifier,result_ref,indicator_ref,indicator_measure,ascending,aggregation_status,title,description,baseline_year,baseline_iso_date,baseline_value,baseline_comment
XM-DAC-46008-cfa011553,result_3,indicator_XM-DAC-46008-cfa011553_result_3_1,1,,,ton,,1900,2021-09-06,0,
XM-DAC-46008-cfa011553,result_4,indicator_XM-DAC-46008-cfa011553_result_4_1,1,,,#,,1900,2021-09-06,0,
XM-DAC-46008-cfa011553,result_5,indicator_XM-DAC-46008-cfa011553_result_5_1,1,,,#,,1900,2021-09-06,0,
XM-DAC-46008-cfa011553,result_6,indicator_XM-DAC-46008-cfa011553_result_6_1,1,,,#,,1900,2021-09-06,0,
XM-DAC-46008-cfa011553,result_7,indicator_XM-DAC-46008-cfa011553_result_7_1,1,,,km,,1900,2021-09-06,0,
XM-DAC-46008-cfa011553,result_8,indicator_XM-DAC-46008-cfa011553_result_8_1,1,,,m2,,1900,2021-09-06,0,
XM-DAC-46008-cfa011553,result_9,indicator_XM-DAC-46008-cfa011553_result_9_1,1,,,m3/año,,1900,2021-09-06,0,
XM-DAC-46008-cfa011553,result_10,indicator_XM-DAC-46008-cfa011553_result_10_1,1,,,#,,1900,2021-09-06,0,
XM-DAC-46008-cfa011553,result_11,indicator_XM-DAC-46008-cfa011553_result_11_1,1,,,#,,1900,2021-09-06,0,
XM-DAC-46008-cfa011553,result_12,indicator_XM-DAC-46008-cfa011553_result_12_1,1,,,#,,1900,2021-09-06,0,
XM-DAC-46008-cfa011553,result_13,indicator_XM-DAC-46008-cfa011553_result_13_1,1,,,km,,1900,2021-09-06,0,
XM-DAC-46008-cfa011553,result_14,indicator_XM-DAC-46008-cfa011553_result_14_1,1,,,#,,1900,2021-09-06,0,
XM-DAC-46008-cfa011553,result_15,indicator_XM-DAC-46008-cfa011553_result_15_1,1,,,#,,1900,2021-09-06,0,
XM-DAC-46008-cfa011016,result_1,indicator_XM-DAC-46008-cfa011016_result_1_1,1,,,#,,1900,2019-11-13,0,
XM-DAC-46008-cfa011016,result_2,indicator_XM-DAC-46008-cfa011016_result_2_1,1,,,Km,,1900,2019-11-13,0,
XM-DAC-46008-cfa011691,result_1,indicator_XM-DAC-46008-cfa011691_result_1_1,1,,,minutos,,1900,2022-03-17,0,
XM-DAC-46008-cfa011691,result_2,indicator_XM-DAC-46008-cfa011691_result_2_1,1,,,Km,,1900,2022-03-17,0,
XM-DAC-46008-cfa011691,result_3,indicator_XM-DAC-46008-cfa011691_result_3_1,1,,,# de vehículos/año,,1900,2022-03-17,0,
XM-DAC-46008-cfa012332,result_1,indicator_XM-DAC-46008-cfa012332_result_1_1,1,,,minutos,,1900,2024-08-01,0,
XM-DAC-46008-cfa012332,result_2,indicator_XM-DAC-46008-cfa012332_result_2_1,1,,,USD,,1900,2024-08-01,0,
XM-DAC-46008-cfa012332,result_3,indicator_XM-DAC-46008-cfa012332_result_3_1,1,,,#,,1900,2024-08-01,0,
XM-DAC-46008-cfa012332,result_4,indicator_XM-DAC-46008-cfa012332_result_4_1,1,,,#,,1900,2024-08-01,0,
XM-DAC-46008-cfa012332,result_5,indicator_XM-DAC-46008-cfa012332_result_5_1,1,,,#,,1900,2024-08-01,0,
XM-DAC-46008-cfa012332,result_6,indicator_XM-DAC-46008-cfa012332_result_6_1,1,,,Km,,1900,2024-08-01,0,
XM-DAC-46008-cfa012332,result_7,indicator_XM-DAC-46008-cfa012332_result_7_1,1,,,# de vehículos/año,,1900,2024-08-01,0,
XM-DAC-46008-cfa012332,result_8,indicator_XM-DAC-46008-cfa012332_result_8_1,1,,,#,,1900,2024-08-01,0,
XM-DAC-46008-cfa012332,result_9,indicator_XM-DAC-46008-cfa012332_result_9_1,1,,,hectáreas,,1900,2024-08-01,0,
XM-DAC-46008-cfa012332,result_10,indicator_XM-DAC-46008-cfa012332_result_10_1,2,,,% cambio,,1900,2024-08-01,0,
XM-DAC-46008-cfa012054,result_1,indicator_XM-DAC-46008-cfa012054_result_1_1,1,,,km,,1900,2023-07-10,0,
XM-DAC-46008-cfa012054,result_2,indicator_XM-DAC-46008-cfa012054_result_2_1,1,,,#,,1900,2023-07-10,0,
XM-DAC-46008-cfa012054,result_3,indicator_XM-DAC-46008-cfa012054_result_3_1,1,,,#,,1900,2023-07-10,0,
XM-DAC-46008-cfa012054,result_4,indicator_XM-DAC-46008-cfa012054_result_4_1,1,,,#,,1900,2023-07-10,0,
XM-DAC-46008-cfa012253,result_1,indicator_XM-DAC-46008-cfa012253_result_1_1,1,,,#,,1900,2024-03-21,0,
XM-DAC-46008-cfa012253,result_2,indicator_XM-DAC-46008-cfa012253_result_2_1,1,,,m2,,1900,2024-03-21,0,
XM-DAC-46008-cfa012253,result_3,indicator_XM-DAC-46008-cfa012253_result_3_1,1,,,#,,1900,2024-03-21,0,
XM-DAC-46008-cfa012565,result_1,indicator_XM-DAC-46008-cfa012565_result_1_1,1,,,km,,1900,2025-03-14,0,
XM-DAC-46008-cfa012565,result_2,indicator_XM-DAC-46008-cfa012565_result_2_1,1,,,minutos,,1900,2025-03-14,0,
XM-DAC-46008-cfa012565,result_3,indicator_XM-DAC-46008-cfa012565_result_3_1,1,,,#,,1900,2025-03-14,0,
XM-DAC-46008-cfa012565,result_4,indicator_XM-DAC-46008-cfa012565_result_4_1,1,,,#,,1900,2025-03-14,0,
XM-DAC-46008-cfa011985,result_1,indicator_XM-DAC-46008-cfa011985_result_1_1,1,,,#,,1900,2023-04-27,0,
XM-DAC-46008-cfa011985,result_2,indicator_XM-DAC-46008-cfa011985_result_2_1,1,,,#,,1900,2023-04-27,0,
XM-DAC-46008-cfa012430,result_1,indicator_XM-DAC-46008-cfa012430_result_1_1,1,,,#,,1900,2024-09-16,0,
XM-DAC-46008-cfa012430,result_2,indicator_XM-DAC-46008-cfa012430_result_2_1,1,,,#,,1900,2024-09-16,0,
XM-DAC-46008-cfa012327,result_1,indicator_XM-DAC-46008-cfa012327_result_1_1,1,,,minutos,,1900,2024-07-31,0,
XM-DAC-46008-cfa012327,result_2,indicator_XM-DAC-46008-cfa012327_result_2_1,1,,,km,,1900,2024-07-31,0,
XM-DAC-46008-cfa012327,result_3,indicator_XM-DAC-46008-cfa012327_result_3_1,1,,,#,,1900,2024-07-31,0,
XM-DAC-46008-cfa012327,result_4,indicator_XM-DAC-46008-cfa012327_result_4_1,1,,,#,,1900,2024-07-31,0,
XM-DAC-46008-cfa012327,result_5,indicator_XM-DAC-46008-cfa012327_result_5_1,1,,,km,,1900,2024-07-31,0,
XM-DAC-46008-cfa012327,result_6,indicator_XM-DAC-46008-cfa012327_result_6_1,1,,,USD,,1900,2024-07-31,0,
XM-DAC-46008-cfa012327,result_7,indicator_XM-DAC-46008-cfa012327_result_7_1,1,,,km,,1900,2024-07-31,0,
XM-DAC-46008-cfa012327,result_8,indicator_XM-DAC-46008-cfa012327_result_8_1,1,,,#,,1900,2024-07-31,0,
XM-DAC-46008-cfa012327,result_9,indicator_XM-DAC-46008-cfa012327_result_9_1,1,,,m2,,1900,2024-07-31,0,
XM-DAC-46008-cfa012327,result_10,indicator_XM-DAC-46008-cfa012327_result_10_1,1,,,#,,1900,2024-07-31,0,
XM-DAC-46008-cfa012327,result_11,indicator_XM-DAC-46008-cfa012327_result_11_1,2,,,% cambio,,1900,2024-07-31,0,
XM-DAC-46008-cfa011663,result_1,indicator_XM-DAC-46008-cfa011663_result_1_1,1,,,km,,1900,2021-12-22,0,
XM-DAC-46008-cfa011663,result_2,indicator_XM-DAC-46008-cfa011663_result_2_1,1,,,#,,1900,2021-12-22,0,
XM-DAC-46008-cfa011663,result_3,indicator_XM-DAC-46008-cfa011663_result_3_1,1,,,#,,1900,2021-12-22,0,
XM-DAC-46008-cfa011904,result_1,indicator_XM-DAC-46008-cfa011904_result_1_1,1,,,km,,1900,2022-12-23,0,
XM-DAC-46008-cfa011904,result_2,indicator_XM-DAC-46008-cfa011904_result_2_1,1,,,#,,1900,2022-12-23,0,
XM-DAC-46008-cfa011904,result_3,indicator_XM-DAC-46008-cfa011904_result_3_1,1,,,km,,1900,2022-12-23,0,
XM-DAC-46008-cfa011904,result_4,indicator_XM-DAC-46008-cfa011904_result_4_1,1,,,minutos,,1900,2022-12-23,0,
XM-DAC-46008-cfa011904,result_5,indicator_XM-DAC-46008-cfa011904_result_5_1,1,,,#,,1900,2022-12-23,0,
XM-DAC-46008-cfa011904,result_6,indicator_XM-DAC-46008-cfa011904_result_6_1,1,,,#,,1900,2022-12-23,0,
XM-DAC-46008-cfa012629,result_1,indicator_XM-DAC-46008-cfa012629_result_1_1,1,,,#,,1900,2025-05-30,0,
XM-DAC-46008-cfa012629,result_2,indicator_XM-DAC-46008-cfa012629_result_2_1,1,,,#,,1900,2025-05-30,0,
XM-DAC-46008-cfa012629,result_3,indicator_XM-DAC-46008-cfa012629_result_3_1,1,,,#,,1900,2025-05-30,0,
XM-DAC-46008-cfa012629,result_4,indicator_XM-DAC-46008-cfa012629_result_4_1,1,,,#,,1900,2025-05-30,0,
XM-DAC-46008-cfa012629,result_5,indicator_XM-DAC-46008-cfa012629_result_5_1,1,,,#,,1900,2025-05-30,0,
XM-DAC-46008-cfa012629,result_6,indicator_XM-DAC-46008-cfa012629_result_6_1,1,,,#,,1900,2025-05-30,0,
XM-DAC-46008-cfa012629,result_7,indicator_XM-DAC-46008-cfa012629_result_7_1,1,,,#,,1900,2025-05-30,0,
XM-DAC-46008-cfa012629,result_8,indicator_XM-DAC-46008-cfa012629_result_8_1,1,,,#,,1900,2025-05-30,0,
XM-DAC-46008-cfa012629,result_9,indicator_XM-DAC-46008-cfa012629_result_9_1,1,,,km,,1900,2025-05-30,0,
XM-DAC-46008-cfa012629,result_10,indicator_XM-DAC-46008-cfa012629_result_10_1,1,,,km,,1900,2025-05-30,0,
XM-DAC-46008-cfl0000003786,result_1,indicator_XM-DAC-46008-cfl0000003786_result_1_1,1,,,#,,1900,2024-01-09,0,
XM-DAC-46008-cfl0000003786,result_2,indicator_XM-DAC-46008-cfl0000003786_result_2_1,1,,,#,,1900,2024-01-09,0,
XM-DAC-46008-cfa011724,result_1,indicator_XM-DAC-46008-cfa011724_result_1_1,1,,,km,,1900,2022-05-18,0,
XM-DAC-46008-cfa011724,result_2,indicator_XM-DAC-46008-cfa011724_result_2_1,1,,,#,,1900,2022-05-18,0,
XM-DAC-46008-cfa011724,result_3,indicator_XM-DAC-46008-cfa011724_result_3_1,1,,,km,,1900,2022-05-18,0,
XM-DAC-46008-cfa011724,result_4,indicator_XM-DAC-46008-cfa011724_result_4_1,1,,,#,,1900,2022-05-18,0,
XM-DAC-46008-cfa011724,result_5,indicator_XM-DAC-46008-cfa011724_result_5_1,1,,,#,,1900,2022-05-18,0,
