activity_identifier,transaction_ref,transaction_type,transaction_date,value,currency,value_date,description,provider_org_ref,provider_org_name,provider_org_type,receiver_org_ref,receiver_org_name,receiver_org_type,disbursement_channel,flow_type,finance_type,aid_type,tied_status,humanitarian
XM-DAC-46008-cfa012061,,2,2023-07-05,75000000,USD,2023-07-05,,,,,,,,,,,,,0
XM-DAC-46008-cfa012061,,3,2025-09-15,27513150,USD,2025-09-15,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000000620,,2,2006-08-08,100000000,USD,2006-08-08,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000000620,,3,2025-05-30,100000000,USD,2025-05-30,,,,,,,,,,,,,0
XM-DAC-46008-cfa012205,,2,2023-12-11,77000000,USD,2023-12-11,,,,,,,,,,,,,0
XM-DAC-46008-cfa012205,,3,2025-05-15,43450000,USD,2025-05-15,,,,,,,,,,,,,0
XM-DAC-46008-cfa012265,,2,2024-04-23,50000000,USD,2024-04-23,,,,,,,,,,,,,0
XM-DAC-46008-cfa012265,,3,2025-08-19,15421248,USD,2025-08-19,,,,,,,,,,,,,0
XM-DAC-46008-cfa010730,,2,2019-04-01,192000000,USD,2019-04-01,,,,,,,,,,,,,0
XM-DAC-46008-cfa010730,,3,2025-07-30,128028000,USD,2025-07-30,,,,,,,,,,,,,0
XM-DAC-46008-cfa011652,,2,2021-12-17,250000000,USD,2021-12-17,,,,,,,,,,,,,0
XM-DAC-46008-cfa011652,,3,2025-07-15,62431180,USD,2025-07-15,,,,,,,,,,,,,0
XM-DAC-46008-cfa010873,,2,2019-08-13,50000000,USD,2019-08-13,,,,,,,,,,,,,0
XM-DAC-46008-cfa010873,,3,2021-10-14,50000000,USD,2021-10-14,,,,,,,,,,,,,0
XM-DAC-46008-cfa010703,,2,2019-02-22,70000000,USD,2019-02-22,,,,,,,,,,,,,0
XM-DAC-46008-cfa010703,,3,2024-07-22,10496219,USD,2024-07-22,,,,,,,,,,,,,0
XM-DAC-46008-cfa009458,,2,2016-08-12,40000000,USD,2016-08-12,,,,,,,,,,,,,0
XM-DAC-46008-cfa009458,,3,2023-12-07,36373201,USD,2023-12-07,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003481,,2,2022-06-14,10000000,USD,2022-06-14,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003481,,3,2024-11-22,5000000,USD,2024-11-22,,,,,,,,,,,,,0
XM-DAC-46008-cfa011960,,2,2023-03-17,300000000,USD,2023-03-17,,,,,,,,,,,,,0
XM-DAC-46008-cfa011960,,3,2023-03-20,288000000,USD,2023-03-20,,,,,,,,,,,,,0
XM-DAC-46008-cfa011052,,2,2019-12-06,76000000,USD,2019-12-06,,,,,,,,,,,,,0
XM-DAC-46008-cfa011052,,3,2025-04-11,715753,USD,2025-04-11,,,,,,,,,,,,,0
XM-DAC-46008-cfa012351,,2,2024-08-30,105041704,USD,2024-08-30,,,,,,,,,,,,,0
XM-DAC-46008-cfa012351,,3,2025-06-09,4766618,USD,2025-06-09,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003530,,2,2022-08-24,100000000,USD,2022-08-24,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003530,,3,2025-07-25,100000000,USD,2025-07-25,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003813,,2,2024-03-07,3000000,USD,2024-03-07,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003813,,3,2025-09-05,3000000,USD,2025-09-05,,,,,,,,,,,,,0
XM-DAC-46008-cfa008734,,2,2014-11-18,120000000,USD,2014-11-18,,,,,,,,,,,,,0
XM-DAC-46008-cfa008734,,3,2017-11-30,119832649,USD,2017-11-30,,,,,,,,,,,,,0
XM-DAC-46008-cfa009225,,2,2015-12-11,100000000,USD,2015-12-11,,,,,,,,,,,,,0
XM-DAC-46008-cfa012652,,2,2025-07-07,250917421,USD,2025-07-07,,,,,,,,,,,,,0
XM-DAC-46008-cfa012652,,3,2025-07-07,0,USD,2025-07-07,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003500,,2,2022-08-08,0,USD,2022-08-08,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003500,,3,2025-08-19,0,USD,2025-08-19,,,,,,,,,,,,,0
XM-DAC-46008-cfa011585,,2,2021-10-18,40410000,USD,2021-10-18,,,,,,,,,,,,,0
XM-DAC-46008-cfa011585,,3,2025-03-27,14293485,USD,2025-03-27,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003444,,2,2022-05-19,300000000,USD,2022-05-19,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003444,,3,2025-07-10,300000000,USD,2025-07-10,,,,,,,,,,,,,0
XM-DAC-46008-cfa012668,,2,2025-07-21,75000000,USD,2025-07-21,,,,,,,,,,,,,0
XM-DAC-46008-cfa012668,,3,2025-08-14,75000000,USD,2025-08-14,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003438,,2,2022-04-06,150000000,USD,2022-04-06,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003438,,3,2025-07-08,150000000,USD,2025-07-08,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003529,,2,2022-08-01,118000000,USD,2022-08-01,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003529,,3,2025-01-29,118000000,USD,2025-01-29,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003483,,2,2022-07-07,7500000,USD,2022-07-07,,,,,,,,,,,,,0
XM-DAC-46008-cfa009282,,2,2015-11-23,50000000,USD,2015-11-23,,,,,,,,,,,,,0
XM-DAC-46008-cfa009282,,3,2024-12-06,31641912,USD,2024-12-06,,,,,,,,,,,,,0
XM-DAC-46008-cfa011699,,2,2022-04-05,100000000,USD,2022-04-05,,,,,,,,,,,,,0
XM-DAC-46008-cfa011699,,3,2025-07-25,29595965,USD,2025-07-25,,,,,,,,,,,,,0
XM-DAC-46008-cfa011545,,2,2021-08-19,75000000,USD,2021-08-19,,,,,,,,,,,,,0
XM-DAC-46008-cfa011545,,3,2025-09-26,44389577,USD,2025-09-26,,,,,,,,,,,,,0
XM-DAC-46008-cfa008889,,2,2015-03-30,5025000,USD,2015-03-30,,,,,,,,,,,,,0
XM-DAC-46008-cfa008889,,3,2022-04-12,5003951,USD,2022-04-12,,,,,,,,,,,,,0
XM-DAC-46008-cfa011618,,2,2021-11-24,50000000,USD,2021-11-24,,,,,,,,,,,,,0
XM-DAC-46008-cfa011618,,3,2024-11-22,50000000,USD,2024-11-22,,,,,,,,,,,,,0
XM-DAC-46008-cfa010639,,2,2018-12-18,60700000,USD,2018-12-18,,,,,,,,,,,,,0
XM-DAC-46008-cfa010639,,3,2024-12-11,50031802,USD,2024-12-11,,,,,,,,,,,,,0
XM-DAC-46008-cfa011297,,2,2020-09-03,80000000,USD,2020-09-03,,,,,,,,,,,,,0
XM-DAC-46008-cfa011297,,3,2024-09-18,40000000,USD,2024-09-18,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003545,,2,2022-10-10,55479850,USD,2022-10-10,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003545,,3,2025-08-07,47646178,USD,2025-08-07,,,,,,,,,,,,,0
XM-DAC-46008-cfa011634,,2,2021-12-07,250000000,USD,2021-12-07,,,,,,,,,,,,,0
XM-DAC-46008-cfa011634,,3,2022-05-17,250000000,USD,2022-05-17,,,,,,,,,,,,,0
XM-DAC-46008-cfa902404,,2,2023-03-31,10100000,USD,2023-03-31,,,,,,,,,,,,,0
XM-DAC-46008-cfa902404,,3,2025-04-11,1621453,USD,2025-04-11,,,,,,,,,,,,,0
XM-DAC-46008-cfa011746,,2,2022-06-24,75000000,USD,2022-06-24,,,,,,,,,,,,,0
XM-DAC-46008-cfa011746,,3,2025-09-19,8565402,USD,2025-09-19,,,,,,,,,,,,,0
XM-DAC-46008-cfa011218,,2,2020-05-06,136230000,USD,2020-05-06,,,,,,,,,,,,,0
XM-DAC-46008-cfa011218,,3,2025-04-01,71037977,USD,2025-04-01,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003203,,2,2020-07-06,49987178,USD,2020-07-06,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003203,,3,2020-09-28,12657346,USD,2020-09-28,,,,,,,,,,,,,0
XM-DAC-46008-cfa008919,,2,2015-05-19,70000000,USD,2015-05-19,,,,,,,,,,,,,0
XM-DAC-46008-cfa008919,,3,2025-03-06,56760861,USD,2025-03-06,,,,,,,,,,,,,0
XM-DAC-46008-cfa009609,,2,2016-10-24,18500000,USD,2016-10-24,,,,,,,,,,,,,0
XM-DAC-46008-cfa009609,,3,2025-09-10,8506854,USD,2025-09-10,,,,,,,,,,,,,0
XM-DAC-46008-cfa012132,,2,2023-09-11,12087036,USD,2023-09-11,,,,,,,,,,,,,0
XM-DAC-46008-cfa012132,,3,2023-09-29,12087036,USD,2023-09-29,,,,,,,,,,,,,0
XM-DAC-46008-cfa011886,,2,2022-12-07,33993871,USD,2022-12-07,,,,,,,,,,,,,0
XM-DAC-46008-cfa011886,,3,2022-12-07,33993871,USD,2022-12-07,,,,,,,,,,,,,0
XM-DAC-46008-cfa011027,,2,2019-11-29,30000000,USD,2019-11-29,,,,,,,,,,,,,0
XM-DAC-46008-cfa011027,,3,2019-12-12,30000000,USD,2019-12-12,,,,,,,,,,,,,0
XM-DAC-46008-cfa008570,,2,2014-06-04,20575000,USD,2014-06-04,,,,,,,,,,,,,0
XM-DAC-46008-cfa008570,,3,2025-01-16,19883108,USD,2025-01-16,,,,,,,,,,,,,0
XM-DAC-46008-cfa010751,,2,2019-02-23,18125000,USD,2019-02-23,,,,,,,,,,,,,0
XM-DAC-46008-cfa010751,,3,2019-11-25,15625000,USD,2019-11-25,,,,,,,,,,,,,0
XM-DAC-46008-cfa010491,,2,2018-09-28,45982659,USD,2018-09-28,,,,,,,,,,,,,0
XM-DAC-46008-cfa010491,,3,2024-11-14,34143064,USD,2024-11-14,,,,,,,,,,,,,0
XM-DAC-46008-cfa009626,,2,2016-11-24,450000000,USD,2016-11-24,,,,,,,,,,,,,0
XM-DAC-46008-cfa009626,,3,2017-01-24,450000000,USD,2017-01-24,,,,,,,,,,,,,0
XM-DAC-46008-cfa011840,,2,2022-10-20,50000000,USD,2022-10-20,,,,,,,,,,,,,0
XM-DAC-46008-cfa011840,,3,2025-09-10,28359758,USD,2025-09-10,,,,,,,,,,,,,0
XM-DAC-46008-cfa011497,,2,2021-06-02,48000000,USD,2021-06-02,,,,,,,,,,,,,0
XM-DAC-46008-cfa011497,,3,2025-07-30,22821026,USD,2025-07-30,,,,,,,,,,,,,0
XM-DAC-46008-cfa008604,,2,2014-07-07,132155000,USD,2014-07-07,,,,,,,,,,,,,0
XM-DAC-46008-cfa008604,,3,2023-12-20,107233381,USD,2023-12-20,,,,,,,,,,,,,0
XM-DAC-46008-cfa012375,,2,2024-09-23,35000000,USD,2024-09-23,,,,,,,,,,,,,0
XM-DAC-46008-cfa012375,,3,2025-09-18,0,USD,2025-09-18,,,,,,,,,,,,,0
XM-DAC-46008-cfa012190,,2,2023-12-18,20000000,USD,2023-12-18,,,,,,,,,,,,,0
XM-DAC-46008-cfa012190,,3,2024-06-25,20000000,USD,2024-06-25,,,,,,,,,,,,,0
XM-DAC-46008-cfa009238,,2,2015-12-01,110000000,USD,2015-12-01,,,,,,,,,,,,,0
XM-DAC-46008-cfa009238,,3,2024-03-05,67624969,USD,2024-03-05,,,,,,,,,,,,,0
XM-DAC-46008-cfa008608,,2,2014-07-18,5200000,USD,2014-07-18,,,,,,,,,,,,,0
XM-DAC-46008-cfa008608,,3,2017-11-16,0,USD,2017-11-16,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003265,,2,2020-12-11,100000000,USD,2020-12-11,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003265,,3,2020-12-18,33333333,USD,2020-12-18,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003432,,2,2007-01-19,230000000,USD,2007-01-19,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003432,,3,2025-09-29,230000000,USD,2025-09-29,,,,,,,,,,,,,0
XM-DAC-46008-cfa010793,,2,2019-05-24,300000000,USD,2019-05-24,,,,,,,,,,,,,0
XM-DAC-46008-cfa010793,,3,2019-11-15,300000000,USD,2019-11-15,,,,,,,,,,,,,0
XM-DAC-46008-cfa008424,,2,2013-09-06,10005000,USD,2013-09-06,,,,,,,,,,,,,0
XM-DAC-46008-cfa008424,,3,2018-11-29,10000000,USD,2018-11-29,,,,,,,,,,,,,0
XM-DAC-46008-cfa004488,,2,2007-12-09,180000000,USD,2007-12-09,,,,,,,,,,,,,0
XM-DAC-46008-cfa004488,,3,2007-12-17,180000000,USD,2007-12-17,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003533,,2,2022-08-26,100000000,USD,2022-08-26,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003533,,3,2025-08-14,100000000,USD,2025-08-14,,,,,,,,,,,,,0
XM-DAC-46008-cfa004506,,2,2007-12-19,15000000,USD,2007-12-19,,,,,,,,,,,,,0
XM-DAC-46008-cfa004506,,3,2018-04-25,0,USD,2018-04-25,,,,,,,,,,,,,0
XM-DAC-46008-cfa012251,,2,2024-03-21,25086877,USD,2024-03-21,,,,,,,,,,,,,0
XM-DAC-46008-cfa012251,,3,2025-03-20,1002500,USD,2025-03-20,,,,,,,,,,,,,0
XM-DAC-46008-cfa012572,,2,2025-02-21,75000000,USD,2025-02-21,,,,,,,,,,,,,0
XM-DAC-46008-cfa012572,,3,2025-07-07,37500000,USD,2025-07-07,,,,,,,,,,,,,0
XM-DAC-46008-cfa902408,,2,2023-12-21,15100000,USD,2023-12-21,,,,,,,,,,,,,0
XM-DAC-46008-cfa902408,,3,2025-07-25,2589490,USD,2025-07-25,,,,,,,,,,,,,0
XM-DAC-46008-cfa009331,,2,2016-01-15,5250000,USD,2016-01-15,,,,,,,,,,,,,0
XM-DAC-46008-cfa009331,,3,2020-12-09,5126435,USD,2020-12-09,,,,,,,,,,,,,0
XM-DAC-46008-cfa008349,,2,2013-11-15,20450000,USD,2013-11-15,,,,,,,,,,,,,0
XM-DAC-46008-cfa008349,,3,2024-06-28,19897582,USD,2024-06-28,,,,,,,,,,,,,0
XM-DAC-46008-cfa010524,,2,2018-06-19,19650858,USD,2018-06-19,,,,,,,,,,,,,0
XM-DAC-46008-cfa010524,,3,2021-05-03,18453196,USD,2021-05-03,,,,,,,,,,,,,0
XM-DAC-46008-cfa012076,,2,2023-08-08,117515246,USD,2023-08-08,,,,,,,,,,,,,0
XM-DAC-46008-cfa012076,,3,2025-02-07,14615862,USD,2025-02-07,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003445,,2,2022-05-19,200000000,USD,2022-05-19,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003445,,3,2025-06-20,200000000,USD,2025-06-20,,,,,,,,,,,,,0
XM-DAC-46008-cfa007352,,2,2011-03-18,140000000,USD,2011-03-18,,,,,,,,,,,,,0
XM-DAC-46008-cfa007352,,3,2013-07-30,140000000,USD,2013-07-30,,,,,,,,,,,,,0
XM-DAC-46008-cfa012048,,2,2023-07-06,22117347,USD,2023-07-06,,,,,,,,,,,,,0
XM-DAC-46008-cfa012048,,3,2025-05-23,7868342,USD,2025-05-23,,,,,,,,,,,,,0
XM-DAC-46008-cfa000866,,2,1995-12-19,13080000,USD,1995-12-19,,,,,,,,,,,,,0
XM-DAC-46008-cfa000866,,3,2022-04-28,12303203,USD,2022-04-28,,,,,,,,,,,,,0
XM-DAC-46008-cfa012150,,2,2023-10-20,200000000,USD,2023-10-20,,,,,,,,,,,,,0
XM-DAC-46008-cfa010521,,2,2018-10-17,80000000,USD,2018-10-17,,,,,,,,,,,,,0
XM-DAC-46008-cfa010521,,3,2023-10-17,75257310,USD,2023-10-17,,,,,,,,,,,,,0
XM-DAC-46008-cfa012135,,2,2023-09-29,30000000,USD,2023-09-29,,,,,,,,,,,,,0
XM-DAC-46008-cfa012135,,3,2025-07-30,12319771,USD,2025-07-30,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003686,,2,2023-08-01,115000000,USD,2023-08-01,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003686,,3,2025-07-28,115000000,USD,2025-07-28,,,,,,,,,,,,,0
XM-DAC-46008-cfa012200,,2,2023-12-20,64000000,USD,2023-12-20,,,,,,,,,,,,,0
XM-DAC-46008-cfa012200,,3,2024-07-19,7478827,USD,2024-07-19,,,,,,,,,,,,,0
XM-DAC-46008-cfa010989,,2,2019-11-18,203000000,USD,2019-11-18,,,,,,,,,,,,,0
XM-DAC-46008-cfa010989,,3,2025-04-09,80167550,USD,2025-04-09,,,,,,,,,,,,,0
XM-DAC-46008-cfa011299,,2,2020-09-10,69439000,USD,2020-09-10,,,,,,,,,,,,,0
XM-DAC-46008-cfa011299,,3,2025-05-16,25800000,USD,2025-05-16,,,,,,,,,,,,,0
XM-DAC-46008-cfa011060,,2,2019-12-30,54900000,USD,2019-12-30,,,,,,,,,,,,,0
XM-DAC-46008-cfa011060,,3,2025-08-04,44528008,USD,2025-08-04,,,,,,,,,,,,,0
XM-DAC-46008-cfa011779,,2,2022-08-19,340000000,USD,2022-08-19,,,,,,,,,,,,,0
XM-DAC-46008-cfa011779,,3,2023-10-27,37000000,USD,2023-10-27,,,,,,,,,,,,,0
XM-DAC-46008-cfa009103,,2,2015-10-15,5000000,USD,2015-10-15,,,,,,,,,,,,,0
XM-DAC-46008-cfa009103,,3,2017-09-23,3000000,USD,2017-09-23,,,,,,,,,,,,,0
XM-DAC-46008-cfa009787,,2,2017-03-15,30000000,USD,2017-03-15,,,,,,,,,,,,,0
XM-DAC-46008-cfa009787,,3,2023-06-16,30000000,USD,2023-06-16,,,,,,,,,,,,,0
XM-DAC-46008-cfa008132,,2,2012-11-26,40050000,USD,2012-11-26,,,,,,,,,,,,,0
XM-DAC-46008-cfa008132,,3,2025-08-22,39209370,USD,2025-08-22,,,,,,,,,,,,,0
XM-DAC-46008-cfa010823,,2,2019-06-14,11612377,USD,2019-06-14,,,,,,,,,,,,,0
XM-DAC-46008-cfa010823,,3,2024-07-02,10956220,USD,2024-07-02,,,,,,,,,,,,,0
XM-DAC-46008-cfa012147,,2,2023-10-24,160000000,USD,2023-10-24,,,,,,,,,,,,,0
XM-DAC-46008-cfa012147,,3,2025-04-22,1574442,USD,2025-04-22,,,,,,,,,,,,,0
XM-DAC-46008-cfa012360,,2,2024-09-17,56000000,USD,2024-09-17,,,,,,,,,,,,,0
XM-DAC-46008-cfa012360,,3,2025-09-23,27693321,USD,2025-09-23,,,,,,,,,,,,,0
XM-DAC-46008-cfa010867,,2,2019-08-13,200000000,USD,2019-08-13,,,,,,,,,,,,,0
XM-DAC-46008-cfa010867,,3,2019-12-20,200000000,USD,2019-12-20,,,,,,,,,,,,,0
XM-DAC-46008-cfa004496,,2,2007-12-14,115000000,USD,2007-12-14,,,,,,,,,,,,,0
XM-DAC-46008-cfa004496,,3,2007-12-21,115000000,USD,2007-12-21,,,,,,,,,,,,,0
XM-DAC-46008-cfa011860,,2,2022-11-15,40000000,USD,2022-11-15,,,,,,,,,,,,,0
XM-DAC-46008-cfa011860,,3,2022-11-15,0,USD,2022-11-15,,,,,,,,,,,,,0
XM-DAC-46008-cfa007644,,2,2011-09-09,10000000,USD,2011-09-09,,,,,,,,,,,,,0
XM-DAC-46008-cfa007644,,3,2025-09-23,7365549,USD,2025-09-23,,,,,,,,,,,,,0
XM-DAC-46008-cfa011100,,2,2020-01-29,5174858,USD,2020-01-29,,,,,,,,,,,,,0
XM-DAC-46008-cfa011100,,3,2024-06-17,5132368,USD,2024-06-17,,,,,,,,,,,,,0
XM-DAC-46008-cfa009854,,2,2017-04-24,95000000,USD,2017-04-24,,,,,,,,,,,,,0
XM-DAC-46008-cfa009854,,3,2025-03-13,58968427,USD,2025-03-13,,,,,,,,,,,,,0
XM-DAC-46008-cfa008779,,2,2014-12-16,1650000,USD,2014-12-16,,,,,,,,,,,,,0
XM-DAC-46008-cfa008779,,3,2014-12-16,1352744,USD,2014-12-16,,,,,,,,,,,,,0
XM-DAC-46008-cfa011733,,2,2022-06-03,300000000,USD,2022-06-03,,,,,,,,,,,,,0
XM-DAC-46008-cfa011733,,3,2022-06-17,300000000,USD,2022-06-17,,,,,,,,,,,,,0
XM-DAC-46008-cfa011815,,2,2022-09-15,550000000,USD,2022-09-15,,,,,,,,,,,,,0
XM-DAC-46008-cfa011815,,3,2024-04-25,550000000,USD,2024-04-25,,,,,,,,,,,,,0
XM-DAC-46008-cfa011783,,2,2022-08-19,75000000,USD,2022-08-19,,,,,,,,,,,,,0
XM-DAC-46008-cfa011783,,3,2023-11-28,8200000,USD,2023-11-28,,,,,,,,,,,,,0
XM-DAC-46008-cfa012474,,2,2024-12-04,100000000,USD,2024-12-04,,,,,,,,,,,,,0
XM-DAC-46008-cfa012474,,3,2025-09-12,18383976,USD,2025-09-12,,,,,,,,,,,,,0
XM-DAC-46008-cfa010968,,2,2019-10-24,100000000,USD,2019-10-24,,,,,,,,,,,,,0
XM-DAC-46008-cfa010968,,3,2020-01-02,100000000,USD,2020-01-02,,,,,,,,,,,,,0
XM-DAC-46008-cfc008353,,2,2013-12-05,17248242,USD,2013-12-05,,,,,,,,,,,,,0
XM-DAC-46008-cfc008353,,3,2013-12-05,0,USD,2013-12-05,,,,,,,,,,,,,0
XM-DAC-46008-cfa008003,,2,2012-10-04,10000000,USD,2012-10-04,,,,,,,,,,,,,0
XM-DAC-46008-cfa008003,,3,2021-06-18,8109060,USD,2021-06-18,,,,,,,,,,,,,0
XM-DAC-46008-cfa008868,,2,2015-03-23,15150000,USD,2015-03-23,,,,,,,,,,,,,0
XM-DAC-46008-cfa008868,,3,2019-02-08,15024548,USD,2019-02-08,,,,,,,,,,,,,0
XM-DAC-46008-cfa011686,,2,2022-02-10,245260000,USD,2022-02-10,,,,,,,,,,,,,0
XM-DAC-46008-cfa011686,,3,2023-10-27,33000000,USD,2023-10-27,,,,,,,,,,,,,0
XM-DAC-46008-cfa011447,,2,2021-03-12,2647316,USD,2021-03-12,,,,,,,,,,,,,0
XM-DAC-46008-cfa011447,,3,2024-02-28,2477933,USD,2024-02-28,,,,,,,,,,,,,0
XM-DAC-46008-cfa009120,,2,2015-09-30,4050000,USD,2015-09-30,,,,,,,,,,,,,0
XM-DAC-46008-cfa009120,,3,2025-01-17,3434491,USD,2025-01-17,,,,,,,,,,,,,0
XM-DAC-46008-cfa012044,,2,2023-07-03,60000000,USD,2023-07-03,,,,,,,,,,,,,0
XM-DAC-46008-cfa012044,,3,2023-07-03,60000000,USD,2023-07-03,,,,,,,,,,,,,0
XM-DAC-46008-cfa011072,,2,2019-12-24,10000000,USD,2019-12-24,,,,,,,,,,,,,0
XM-DAC-46008-cfa011072,,3,2024-12-30,7295000,USD,2024-12-30,,,,,,,,,,,,,0
XM-DAC-46008-cfa008272,,2,2013-07-15,8005000,USD,2013-07-15,,,,,,,,,,,,,0
XM-DAC-46008-cfa008272,,3,2023-01-20,5326225,USD,2023-01-20,,,,,,,,,,,,,0
XM-DAC-46008-cfa012634,,2,2025-06-20,75000000,USD,2025-06-20,,,,,,,,,,,,,0
XM-DAC-46008-cfa012634,,3,2025-06-26,75000000,USD,2025-06-26,,,,,,,,,,,,,0
XM-DAC-46008-cfa010362,,2,2018-06-19,7931550,USD,2018-06-19,,,,,,,,,,,,,0
XM-DAC-46008-cfa010362,,3,2020-10-30,7418266,USD,2020-10-30,,,,,,,,,,,,,0
XM-DAC-46008-cfa011054,,2,2019-12-12,35000000,USD,2019-12-12,,,,,,,,,,,,,0
XM-DAC-46008-cfa011054,,3,2025-08-26,28700000,USD,2025-08-26,,,,,,,,,,,,,0
XM-DAC-46008-cfa008788,,2,2014-12-12,5250000,USD,2014-12-12,,,,,,,,,,,,,0
XM-DAC-46008-cfa008788,,3,2017-12-14,5250000,USD,2017-12-14,,,,,,,,,,,,,0
XM-DAC-46008-cfa010726,,2,2019-03-20,43269184,USD,2019-03-20,,,,,,,,,,,,,0
XM-DAC-46008-cfa010726,,3,2022-05-13,37947474,USD,2022-05-13,,,,,,,,,,,,,0
XM-DAC-46008-cfa010131,,2,2017-12-01,60000000,USD,2017-12-01,,,,,,,,,,,,,0
XM-DAC-46008-cfa010131,,3,2020-09-29,60000000,USD,2020-09-29,,,,,,,,,,,,,0
XM-DAC-46008-cfa012330,,2,2024-08-08,49000000,USD,2024-08-08,,,,,,,,,,,,,0
XM-DAC-46008-cfa012330,,3,2025-09-17,9800000,USD,2025-09-17,,,,,,,,,,,,,0
XM-DAC-46008-cfa011792,,2,2022-08-23,38000000,USD,2022-08-23,,,,,,,,,,,,,0
XM-DAC-46008-cfa011792,,3,2024-05-15,11045222,USD,2024-05-15,,,,,,,,,,,,,0
XM-DAC-46008-cfa007407,,2,2011-06-28,48200000,USD,2011-06-28,,,,,,,,,,,,,0
XM-DAC-46008-cfa007407,,3,2017-08-30,48200000,USD,2017-08-30,,,,,,,,,,,,,0
XM-DAC-46008-cfa010801,,2,2019-05-28,100000000,USD,2019-05-28,,,,,,,,,,,,,0
XM-DAC-46008-cfa010801,,3,2025-04-24,33140000,USD,2025-04-24,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003213,,2,2020-08-27,123780826,USD,2020-08-27,,,,,,,,,,,,,0
XM-DAC-46008-cfl0000003213,,3,2025-09-15,76941242,USD,2025-09-15,,,,,,,,,,,,,0
XM-DAC-46008-cfc003359,,2,2006-02-13,15264970,USD,2006-02-13,,,,,,,,,,,,,0
XM-DAC-46008-cfa006993,,2,2010-12-14,126000000,USD,2010-12-14,,,,,,,,,,,,,0
XM-DAC-46008-cfa006993,,3,2018-12-13,126000000,USD,2018-12-13,,,,,,,,,,,,,0
XM-DAC-46008-cfa011553,,2,2021-09-06,100000000,USD,2021-09-06,,,,,,,,,,,,,0
XM-DAC-46008-cfa011553,,3,2023-09-14,15500000,USD,2023-09-14,,,,,,,,,,,,,0
XM-DAC-46008-cfa012226,,2,2024-03-01,50000000,USD,2024-03-01,,,,,,,,,,,,,0
XM-DAC-46008-cfa012226,,3,2024-03-11,50000000,USD,2024-03-11,,,,,,,,,,,,,0
XM-DAC-46008-cfa008787,,2,2014-12-12,13764767,USD,2014-12-12,,,,,,,,,,,,,0
XM-DAC-46008-cfa008787,,3,2017-12-04,13737692,USD,2017-12-04,,,,,,,,,,,,,0
XM-DAC-46008-cfa009148,,2,2015-11-24,500000000,USD,2015-11-24,,,,,,,,,,,,,0
XM-DAC-46008-cfa009148,,3,2016-01-06,500000000,USD,2016-01-06,,,,,,,,,,,,,0
XM-DAC-46008-cfa005648,,2,2008-12-08,15000000,USD,2008-12-08,,,,,,,,,,,,,0
XM-DAC-46008-cfa005648,,3,2013-12-02,11625005,USD,2013-12-02,,,,,,,,,,,,,0
XM-DAC-46008-cfa008439,,2,2013-12-18,10005000,USD,2013-12-18,,,,,,,,,,,,,0
XM-DAC-46008-cfa008439,,3,2022-08-18,5989176,USD,2022-08-18,,,,,,,,,,,,,0
XM-DAC-46008-cfa005320,,2,2009-02-06,52450000,USD,2009-02-06,,,,,,,,,,,,,0
XM-DAC-46008-cfa005320,,3,2017-11-17,52450000,USD,2017-11-17,,,,,,,,,,,,,0
XM-DAC-46008-cfa009482,,2,2016-08-02,45000000,USD,2016-08-02,,,,,,,,,,,,,0
XM-DAC-46008-cfa009482,,3,2021-07-30,35652773,USD,2021-07-30,,,,,,,,,,,,,0
XM-DAC-46008-cfa011967,,2,2023-03-09,40000000,USD,2023-03-09,,,,,,,,,,,,,0
XM-DAC-46008-cfa011967,,3,2023-03-09,40000000,USD,2023-03-09,,,,,,,,,,,,,0
