activity_identifier,url,format,title,title_lang,description,description_lang,category_code,language_code,document_date
XM-DAC-46008-cfa011919,https://www.caf.com/es/proyectos/cfa011919-programa-sectorial-de-apoyo-para-el-equipamiento-y-capacitacion-docente-en-tecnologia-e-innovacion-para-el-aprendizaje-en-el-salvador,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa006903,https://www.caf.com/es/proyectos/cfa006903-promadec-ii,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa009211,https://www.caf.com/es/proyectos/cfa009211-cable-sublacustre-en-lago-de-maracaibo,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010606,https://www.caf.com/es/proyectos/cfa010606-proyecto-de-mejoramiento-de-caminos-vecinales-y-puentes-en-la-region-oriental,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008507,https://www.caf.com/es/proyectos/cfa008507-proyecto-metro-de-panama-iii,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011367,https://www.caf.com/es/proyectos/cfa011367-programa-de-apoyo-al-plan-nacional-argentina-contra-el-hambre-en-la-emergencia-socio-sanitaria-covid-19,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011549,https://www.caf.com/es/proyectos/cfa011549-swap-desnustricion-cronica-ii,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011395,https://www.caf.com/es/proyectos/cfa011395-programa-emergencial-de-apoyo-a-la-renta-de-poblaciones-vulnerables-afectadas-por-el-covid-19-en-brasil,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010869,https://www.caf.com/es/proyectos/cfa010869-construccion-carretera-doble-via-sucre-yamparaez,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa009543,https://www.caf.com/es/proyectos/cfa009543-prestamo-sectorial-de-enfoque-amplio-para-desarrollo-urbano-y-viviend,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa007649,https://www.caf.com/es/proyectos/cfa007649-facilidad-de-financiamiento-para-la-atencion-integral-de-emergencias-causadas-por-fenomenos-naturales-catastroficos,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008586,https://www.caf.com/es/proyectos/cfa008586-programa-integrado-de-inversiones-para-revitalizacion-y-ampliacion-de-la-infraestructura-urbana-de-canoas-canoas-para-todos,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011245,https://www.caf.com/es/proyectos/cfa011245-prestamo-bajo-la-linea-de-credito-contingente-regional-de-apoyo-anticiclico-para-la-emergencia-generada-por-el-covid-19-en-trinidad-y-tobago,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008785,https://www.caf.com/es/proyectos/cfa008785-programa-mas-inversion-para-riego-mi-riego,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012483,https://www.caf.com/es/proyectos/cfa012483-banco-pichincha-ca-prestamo-a/b,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011759,https://www.caf.com/es/proyectos/cfa011759-programa-de-apoyo-a-la-biodiversidad-y-accion-climatica,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012559,https://www.caf.com/es/proyectos/cfa012559-programa-de-impulso-de-la-estrategia-de-finanzas-sostenibles-del-gobierno-de-los-estados-unidos-mexicanos,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa007151,https://www.caf.com/es/proyectos/cfa007151-programa-vial-la-y-de-integracion-fase-ii,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011363,https://www.caf.com/es/proyectos/cfa011363-apoyo-emergencovid19-paraguay,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa006271,https://www.caf.com/es/proyectos/cfa006271-programa-de-pavimentacion-y-recuperacion-de-carreteras-nuevos-caminos-paraiba,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010666,https://www.caf.com/es/proyectos/cfa010666-programa-de-apoyo-a-las-medidas-de-ampliacion-de-la-base-tributaria-y-fomento-a-la-inversion-peru,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011788,https://www.caf.com/es/proyectos/cfa011788-proyecto-de-enfoque-sectorial-amplio-para-el-apoyo-a-la-accion-ambiental-y-climatica-de-la-republica-argentina,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012198,https://www.caf.com/es/proyectos/cfa012198-programa-sectorial-de-genero-inclusion-y-diversidad,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa009691,https://www.caf.com/es/proyectos/cfa009691-proyecto-especial-majes-siguas-ii-etapa-concesion-para-la-construccion-operacion-y-mantenimiento-de-las-obras-mayores-de-afianzamiento-hidrico-y-de-infraestructura-para-irrigacion-de-las-pampas-de-siguas,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa009344,https://www.caf.com/es/proyectos/cfa009344-programa-mas-inversion-para-el-agua-miagua-fase-iv,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011750,https://www.caf.com/es/proyectos/cfa011750-prestamo-de-enfoque-sectorial-amplio-para-el-apoyo-al-plan-de-vacunacion-contra-el-covid19-y-fortalecimiento-del-sistema-de-salud,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa007996,https://www.caf.com/es/proyectos/cfa007996-proyecto-de-reforma-y-adecuacion-del-estadio-d?-maracana-para-la-copa-del-mundo-2014,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa009693,https://www.caf.com/es/proyectos/cfa009693-programa-de-apoyo-a-la-gestion-de-procesos-del-ministerio-de-hacienda,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa009117,https://www.caf.com/es/proyectos/cfa009117-programa-barrio-para-mejor-vivir-ii,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa007657,https://www.caf.com/es/proyectos/cfa007657-programa-de-puesta-a-punto-de-carreteras,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011207,https://www.caf.com/es/proyectos/cfa011207-programa-sectorial-de-enfoque-amplio-para-el-desarrollo-del-transporte-aereo-y-maritimo-y-de-la-infraestructura-turistica,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa009481,https://www.caf.com/es/proyectos/cfa009481-programa-organicidade-e-requalificacao-do-espaco-urbano-do-lazer-do-acesso-e-mobilidade-orla-poa,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011387,https://www.caf.com/es/proyectos/cfa011387-emergencia-covid19-paraguay-ii,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011613,https://www.caf.com/es/proyectos/cfa011613-programa-de-apoyo-para-la-reactivacion-economica-y-el-fortalecimiento-de-las-instituciones-del-estado,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa009150,https://www.caf.com/es/proyectos/cfa009150-programa-de-obras-viales-en-zonas-densamente-pobladas-de-guayaquil-fase-iii,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa005802,https://www.caf.com/es/proyectos/cfa005802-construccion-tramos-carreteros-tarabuco-zudanez-padilla-monteagudo-ipati,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa009914,https://www.caf.com/es/proyectos/cfa009914-prestamo-sectorial-de-enfoque-amplio-para-el-fortalecimiento-del-sector-energia,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008763,https://www.caf.com/es/proyectos/cfa008763-programa-de-apoyo-a-los-procesos-de-gestion-de-credito-publico,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa006536,https://www.caf.com/es/proyectos/cfa006536-programa-de-obras-viales-y-complementarias,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012239,https://www.caf.com/es/proyectos/cfa012239-programa-de-apoyo-a-la-politica-nacional-de-transicion-energetica-y-ambiental,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010148,https://www.caf.com/es/proyectos/cfa010148-programa-de-apoyo-al-fortalecimiento-de-mecanismos-de-transparencia-en-la-gestion-publica,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010546,https://www.caf.com/es/proyectos/cfa010546-programa-mas-inversion-para-el-agua-fase-v-miagua-v,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011385,https://www.caf.com/es/proyectos/cfa011385-programa-de-apoyo-a-la-emergencia-generada-por-la-pandemia-del-covid-19-en-barbados,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa007783,https://www.caf.com/es/proyectos/cfa007783-programa-de-infraestructura-urbana-y-de-proteccion-de-areas-naturales-de-hortolandia,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa007788,https://www.caf.com/es/proyectos/cfa007788-prodetur-nacional-fortaleza,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011504,https://www.caf.com/es/proyectos/cfa011504-prestamo-contingente-de-apoyo-para-atender-los-efectos-generados-por-el-covid-19-en-el-peru,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa009784,https://www.caf.com/es/proyectos/cfa009784-programa-de-apoyo-a-la-gestion-de-politicas-publicas-para-la-seguridad-alimentaria,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011831,https://www.caf.com/es/proyectos/cfa011831-ppp-infraestructura-educativa-3,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011264,https://www.caf.com/es/proyectos/cfa011264-prestamo-bajo-la-linea-de-credito-contingente-regional-de-apoyo-anticiclico-para-la-emergencia-generada-por-el-covid-19-en-colombia,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011235,https://www.caf.com/es/proyectos/cfa011235-linea-de-credito-para-el-programa-de-apoyo-a-la-asistencia-provincial-en-la-emergencia,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012636,https://www.caf.com/es/proyectos/cfa012636-linea-de-credito-condicional-no-comprometida-no-revolvente-a-favor-de-la-caja-de-jubilaciones-y-pensiones-bancarias,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa009896,https://www.caf.com/es/proyectos/cfa009896-programa-de-mejora-y-rehabilitacion-de-los-sistemas-de-agua-potable-y-saneamiento-del-uruguay-fase-ii,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010459,https://www.caf.com/es/proyectos/cfa010459-programa-de-desarrollo-del-mercado-de-capitales-para-el-financiamiento-productivo-pbl,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011250,https://www.caf.com/es/proyectos/cfa011250-linea-de-credito-contingente-para-eventos-extremos-del-clima-sismos-accidentes-contaminantes-y-epidemias-en-la-region,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008109,https://www.caf.com/es/proyectos/cfa008109-metro-de-panama-ii,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011571,https://www.caf.com/es/proyectos/cfa011571-programa-de-apoyo-para-la-reactivacion-economica-y-el-fortalecimiento-de-las-instituciones-del-estado,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa009883,https://www.caf.com/es/proyectos/cfa009883-programa-de-recalificacion-urbana-ambiental-y-de-promocion-social-del-municipio-de-alagoinhas,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011208,https://www.caf.com/es/proyectos/cfa011208-prestamo-bajo-la-linea-de-credito-contingente-regional-de-apoyo-anticiclico-para-la-emergencia-generada-por-el-covid-19-en-ecuador,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011805,https://www.caf.com/es/proyectos/cfa011805-programa-de-apoyo-a-la-gestion-presupuestaria-hacia-la-accion-ambiental-y-climatica-y-transparencia-de-las-finanzas-publicas-bolivia,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008711,https://www.caf.com/es/proyectos/cfa008711-proyecto-de-mejoramiento-de-caminos-vecinales-y-puentes-en-areas-rurales-mediante-el-uso-intensivo-de-mano-de-obra-local-en-la-region-oriental,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012364,https://www.caf.com/es/proyectos/cfa012364-programa-de-apoyo-al-fortalecimiento-de-la-politica-fiscal-y-mejora-del-gasto-publico,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008707,https://www.caf.com/es/proyectos/cfa008707-proyecto-eolico-talas-de-maciel-ii-cadonal-sa,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011243,https://www.caf.com/es/proyectos/cfa011243-prestamo-bajo-la-linea-de-credito-contingente-regional-de-apoyo-anticiclico-para-la-emergencia-generada-por-el-covid-19-en-panama,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012008,https://www.caf.com/es/proyectos/cfa012008-pan-american-energy-sl-sucursal-argentina,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa006532,https://www.caf.com/es/proyectos/cfa006532-facilidad-de-financiamiento-contingente-para-la-atencion-integral-de-emergencias-ocasionadas-por-fenomenos-naturales-catastroficos-i,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010602,https://www.caf.com/es/proyectos/cfa010602-pbl-apoyo-a-la-gestion-de-la-politica-fiscal,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa008602,https://www.caf.com/es/proyectos/cfa008602-prog-apoyo-plan-estra-econ-soc,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011636,https://www.caf.com/es/proyectos/cfa011636-programa-de-apoyo-y-el-fortalecimiento-sectorial-de-los-sistemas-sanitarios-en-el-marco-de-la-pandemia-por-covid-19-en-ecuador,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa004515,https://www.caf.com/es/proyectos/cfa004515-promadec-1,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa010482,https://www.caf.com/es/proyectos/cfa010482-programa-de-obras-viales-en-zonas-densamente-pobladas-de-guayaquil-fase-iv,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011684,https://www.caf.com/es/proyectos/cfa011684-swap-enfoque-sector-amplio-en-el-sector-de-educacion,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011854,https://www.caf.com/es/proyectos/cfa011854-programa-sectorial-de-apoyo-al-sector-salud-de-el-salvador-en-el-marco-de-la-pandemia-covid-19,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa011260,https://www.caf.com/es/proyectos/cfa011260-swap-desnustricion-cronica-i,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012323,https://www.caf.com/es/proyectos/cfa012323-programa-de-promocion-del-empleo-juvenil-la-igualdad-de-genero-inclusion-diversidad-y-proteccion-social,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa007943,https://www.caf.com/es/proyectos/cfa007943-programa-mas-inversiones-para-el-agua-ii-miagua-ii,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa004492,https://www.caf.com/es/proyectos/cfa004492-prog-apoyo-bono-desarrollo-humano,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
XM-DAC-46008-cfa012363,https://www.caf.com/es/proyectos/cfa012363-prestamo-de-apoyo-presupuestario-para-el-desarrollo-sostenible-de-la-republica-de-paraguay”,text/html,Ficha del proyecto,,Página web con información del proyecto,,A12,es,
