activity_identifier,result_ref,indicator_ref,indicator_measure,ascending,aggregation_status,title,description,baseline_year,baseline_iso_date,baseline_value,baseline_comment
XM-DAC-46007-500507,result_4,result_4_19,1,1,,Registro Nacional,"Número de registros (identificación personal, documentos de identidad, títulos, digitalización)","Cantidad de títulos de propiedad otorgados, personas registradas y/o documentos digitalizados como parte del alcance del proyecto.",2020,,0
XM-DAC-46007-501187,result_1,result_1_24,1,1,,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2025,,2102
XM-DAC-46007-500192,result_2,result_2_11,1,1,,Salud,Camas hospitalarias censables y no censables,"Cantidad de camas censables y no censables brindadas por el proyecto al hospital, clínica o centro de salud. Las camas censables son las camas de hospitalización utilizadas de forma regular para pacientes internos, controladas por admisión. Las camas no censables (o de tránsito) son para atenciones transitorias y de corta estancia, como observación o inicio de tratamiento. ",2016,,120
XM-DAC-46007-501227,result_1,result_1_23,1,1,,OPD,"Implementación de políticas, acciones, iniciativas, acuerdos - OPD","Cantidad de políticas, acciones, iniciativas, acuerdos, entre otros, implementadas en el marco de una Operación de Política de Desarrollo (OPD).",2025,,7
XM-DAC-46007-302270,result_1,result_1_20,1,1,,"Agronegocios, Desarrollo Rural ",Área bajo riego,"Área en hectáreas en la cual se construyó un sistema de riego a raíz del desarrollo del proyecto. Por área bajo riego se entenderá el área donde se realiza la aplicación artificial de agua para beneficiar los cultivos. Por ejemplo: riego por goteo, aspersión, entre otros. ",2012,,0
XM-DAC-46007-500271,result_2,result_2_12,1,1,,Salud,Área de construcción - salud,Cantidad de metros cuadrados construidos y rehabilitados por el proyecto correspondientes a infraestructura orientada a la atención del sector salud.,2017,,0
XM-DAC-46007-500437,result_2,result_2_17,1,1,,Víal,Puentes nuevos - rehabilitados,Cantidad de puentes contruidos y/o rehabilitados dentro del proyecto.,2019,,0
XM-DAC-46007-500626,result_2,result_2_5,1,1,,Energía,Líneas de transmisión eléctrica nuevas,Número de kilómetros de líneas de transmisión eléctrica para conducción instaladas como parte del proyecto. Este indicador solo se utiliza si es una ampliación de la red existente o la construcción de una nueva red.,2020,,6011
XM-DAC-46007-500645,result_4,result_4_4,1,1,,Energía,Conexiones de energía,Cantidad de derivaciones o conexiones construidas desde la red de distribución del servicio eléctrico hacia la edificación o propiedad donde se hará uso de la energía eléctrica.,2020,,0
XM-DAC-46007-500627,result_1,result_1_28,1,1,,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2021,,0
XM-DAC-46007-500901,result_7,result_7_15,1,1,,Viviendas,Viviendas,"Cantidad total de viviendas construidas, mejoradas y/o rehabilitadas dentro del proyecto.",2022,,0
XM-DAC-46007-302457,result_2,result_2_13,1,1,,Salud,"Número de centros de atención médica (hospitales, centros de salud, etc) a intervenir","Cantidad de establecimientos de salud (hospitales, clínicas, centros de salud, puestos médicos u otras instalaciones sanitarias) beneficiados con obras de construcción, ampliación, rehabilitación o mantenimiento en el marco del proyecto.",2014,,0
XM-DAC-46007-500507,result_1,result_1_7,1,1,,Agua y Sanemiento,Conexiones domiciliarias de alcantarillado sanitario,Cantidad de conexiones domiciliarias de alcantarillado  nuevas y rehabilitadas como parte del proyecto.,2020,,0
XM-DAC-46007-500860,result_2,result_2_1,1,1,,Víal,Longitud de carretera nueva,"Número de kilómetros de carretera construidos en el proyecto, que corresponde a la superficie preparada para el   tránsito de vehículos motorizados, de por lo  menos dos ejes, con  características geométricas definidas de acuerdo a las normas técnicas vigentes.",2022,,14.6
XM-DAC-46007-302302,result_1,result_1_26,1,1,,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2013,,0
XM-DAC-46007-500634,result_1,result_1_8,1,1,,Educación,Aulas construidas y rehabilitadas,Cantidad de aulas construidas y rehabilitadas en el proyecto. ,2020,,0
XM-DAC-46007-500626,result_1,result_1_27,2,1,,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2020,,67
XM-DAC-46007-500270,result_2,result_2_14,1,1,,Salud,"Inversión en salud (equipo, tecnología)","Monto de los recursos del proyecto  para la obtención de productos tecnológicos y equipos que aportan al desarrollo del sector salud, incluyendo equipo médico, equipo no médico (como muebles y equipos de oficina), entre otros.",2018,,0
XM-DAC-46007-500860,result_1,result_1_25,1,1,,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2022,,0
XM-DAC-46007-501108,result_2,result_2_2,1,1,,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2024,,0
XM-DAC-46007-500864,result_2,result_2_19,1,1,,Registro Nacional,"Número de registros (identificación personal, documentos de identidad, títulos, digitalización)","Cantidad de títulos de propiedad otorgados, personas registradas y/o documentos digitalizados como parte del alcance del proyecto.",2022,,0
XM-DAC-46007-501140,result_1,result_1_24,1,1,,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2025,,103
XM-DAC-46007-500459,result_2,result_2_11,1,1,,Salud,Camas hospitalarias censables y no censables,"Cantidad de camas censables y no censables brindadas por el proyecto al hospital, clínica o centro de salud. Las camas censables son las camas de hospitalización utilizadas de forma regular para pacientes internos, controladas por admisión. Las camas no censables (o de tránsito) son para atenciones transitorias y de corta estancia, como observación o inicio de tratamiento. ",2019,,293
XM-DAC-46007-500338,result_1,result_1_20,1,1,,"Agronegocios, Desarrollo Rural ",Área bajo riego,"Área en hectáreas en la cual se construyó un sistema de riego a raíz del desarrollo del proyecto. Por área bajo riego se entenderá el área donde se realiza la aplicación artificial de agua para beneficiar los cultivos. Por ejemplo: riego por goteo, aspersión, entre otros. ",2018,,0
XM-DAC-46007-302441,result_2,result_2_12,1,1,,Salud,Área de construcción - salud,Cantidad de metros cuadrados construidos y rehabilitados por el proyecto correspondientes a infraestructura orientada a la atención del sector salud.,2014,,0
XM-DAC-46007-501114,result_2,result_2_17,1,1,,Víal,Puentes nuevos - rehabilitados,Cantidad de puentes contruidos y/o rehabilitados dentro del proyecto.,2024,,0
XM-DAC-46007-500930,result_3,result_3_5,1,1,,Energía,Líneas de transmisión eléctrica nuevas,Número de kilómetros de líneas de transmisión eléctrica para conducción instaladas como parte del proyecto. Este indicador solo se utiliza si es una ampliación de la red existente o la construcción de una nueva red.,2023,,0
XM-DAC-46007-500626,result_2,result_2_4,1,1,,Energía,Conexiones de energía,Cantidad de derivaciones o conexiones construidas desde la red de distribución del servicio eléctrico hacia la edificación o propiedad donde se hará uso de la energía eléctrica.,2020,,149770
XM-DAC-46007-302441,result_1,result_1_28,1,1,,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2014,,741958
XM-DAC-46007-500645,result_8,result_8_15,1,1,,Viviendas,Viviendas,"Cantidad total de viviendas construidas, mejoradas y/o rehabilitadas dentro del proyecto.",2020,,0
XM-DAC-46007-500270,result_2,result_2_13,1,1,,Salud,"Número de centros de atención médica (hospitales, centros de salud, etc) a intervenir","Cantidad de establecimientos de salud (hospitales, clínicas, centros de salud, puestos médicos u otras instalaciones sanitarias) beneficiados con obras de construcción, ampliación, rehabilitación o mantenimiento en el marco del proyecto.",2018,,2
XM-DAC-46007-302411,result_1,result_1_7,1,1,,Agua y Sanemiento,Conexiones domiciliarias de alcantarillado sanitario,Cantidad de conexiones domiciliarias de alcantarillado  nuevas y rehabilitadas como parte del proyecto.,2014,,0
XM-DAC-46007-500832,result_2,result_2_1,1,1,,Víal,Longitud de carretera nueva,"Número de kilómetros de carretera construidos en el proyecto, que corresponde a la superficie preparada para el   tránsito de vehículos motorizados, de por lo  menos dos ejes, con  características geométricas definidas de acuerdo a las normas técnicas vigentes.",2022,,0
XM-DAC-46007-500636,result_1,result_1_26,1,1,,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2022,,45
XM-DAC-46007-500426,result_1,result_1_8,1,1,,Educación,Aulas construidas y rehabilitadas,Cantidad de aulas construidas y rehabilitadas en el proyecto. ,2019,,0
XM-DAC-46007-500705,result_1,result_1_27,2,1,,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2021,,0
XM-DAC-46007-500271,result_2,result_2_14,1,1,,Salud,"Inversión en salud (equipo, tecnología)","Monto de los recursos del proyecto  para la obtención de productos tecnológicos y equipos que aportan al desarrollo del sector salud, incluyendo equipo médico, equipo no médico (como muebles y equipos de oficina), entre otros.",2017,,0
XM-DAC-46007-501078,result_1,result_1_25,1,1,,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2023,,612
XM-DAC-46007-501218,result_2,result_2_2,1,1,,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2025,,0
XM-DAC-46007-500645,result_5,result_5_19,1,1,,Registro Nacional,"Número de registros (identificación personal, documentos de identidad, títulos, digitalización)","Cantidad de títulos de propiedad otorgados, personas registradas y/o documentos digitalizados como parte del alcance del proyecto.",2020,,0
XM-DAC-46007-500349,result_1,result_1_24,1,1,,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2018,,269
XM-DAC-46007-500451,result_3,result_3_11,1,1,,Salud,Camas hospitalarias censables y no censables,"Cantidad de camas censables y no censables brindadas por el proyecto al hospital, clínica o centro de salud. Las camas censables son las camas de hospitalización utilizadas de forma regular para pacientes internos, controladas por admisión. Las camas no censables (o de tránsito) son para atenciones transitorias y de corta estancia, como observación o inicio de tratamiento. ",2019,,0
XM-DAC-46007-500901,result_1,result_1_6,1,1,,Agua y Sanemiento,Conexiones domiciliarias de agua potable,Cantidad de conexiones domiciliarias de agua potable nuevas y rehabilitadas como parte del proyecto.,2022,,0
XM-DAC-46007-501187,result_2,result_2_12,1,1,,Salud,Área de construcción - salud,Cantidad de metros cuadrados construidos y rehabilitados por el proyecto correspondientes a infraestructura orientada a la atención del sector salud.,2025,,26000
XM-DAC-46007-501138,result_3,result_3_17,1,1,,Víal,Puentes nuevos - rehabilitados,Cantidad de puentes contruidos y/o rehabilitados dentro del proyecto.,2024,,0
XM-DAC-46007-501140,result_2,result_2_5,1,1,,Energía,Líneas de transmisión eléctrica nuevas,Número de kilómetros de líneas de transmisión eléctrica para conducción instaladas como parte del proyecto. Este indicador solo se utiliza si es una ampliación de la red existente o la construcción de una nueva red.,2025,,198.8
XM-DAC-46007-500901,result_4,result_4_4,1,1,,Energía,Conexiones de energía,Cantidad de derivaciones o conexiones construidas desde la red de distribución del servicio eléctrico hacia la edificación o propiedad donde se hará uso de la energía eléctrica.,2022,,0
XM-DAC-46007-500818,result_1,result_1_28,1,1,,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2022,,0
XM-DAC-46007-500995,result_2,result_2_13,1,1,,Salud,"Número de centros de atención médica (hospitales, centros de salud, etc) a intervenir","Cantidad de establecimientos de salud (hospitales, clínicas, centros de salud, puestos médicos u otras instalaciones sanitarias) beneficiados con obras de construcción, ampliación, rehabilitación o mantenimiento en el marco del proyecto.",2023,,0
XM-DAC-46007-501128,result_1,result_1_7,1,1,,Agua y Sanemiento,Conexiones domiciliarias de alcantarillado sanitario,Cantidad de conexiones domiciliarias de alcantarillado  nuevas y rehabilitadas como parte del proyecto.,2024,,1500
XM-DAC-46007-500357,result_2,result_2_1,1,1,,Víal,Longitud de carretera nueva,"Número de kilómetros de carretera construidos en el proyecto, que corresponde a la superficie preparada para el   tránsito de vehículos motorizados, de por lo  menos dos ejes, con  características geométricas definidas de acuerdo a las normas técnicas vigentes.",2018,,0
XM-DAC-46007-500818,result_1,result_1_26,1,1,,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2022,,0
XM-DAC-46007-500446,result_1,result_1_8,1,1,,Educación,Aulas construidas y rehabilitadas,Cantidad de aulas construidas y rehabilitadas en el proyecto. ,2019,,0
XM-DAC-46007-302302,result_1,result_1_27,2,1,,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2013,,0
XM-DAC-46007-500701,result_2,result_2_14,1,1,,Salud,"Inversión en salud (equipo, tecnología)","Monto de los recursos del proyecto  para la obtención de productos tecnológicos y equipos que aportan al desarrollo del sector salud, incluyendo equipo médico, equipo no médico (como muebles y equipos de oficina), entre otros.",2021,,0
XM-DAC-46007-501226,result_1,result_1_25,1,1,,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2025,,0
XM-DAC-46007-500451,result_1,result_1_10,1,1,,Educación,Centros escolares / educativos nuevos - rehabilitados,"Cantidad de establecimientos educativos beneficiados con obras de construcción, ampliación, rehabilitación o mejoramiento de infraestructura en el marco el proyecto.",2019,,0
XM-DAC-46007-500640,result_1,result_1_24,1,1,,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2020,,0
XM-DAC-46007-500270,result_2,result_2_11,1,1,,Salud,Camas hospitalarias censables y no censables,"Cantidad de camas censables y no censables brindadas por el proyecto al hospital, clínica o centro de salud. Las camas censables son las camas de hospitalización utilizadas de forma regular para pacientes internos, controladas por admisión. Las camas no censables (o de tránsito) son para atenciones transitorias y de corta estancia, como observación o inicio de tratamiento. ",2018,,820
XM-DAC-46007-501142,result_1,result_1_6,1,1,,Agua y Sanemiento,Conexiones domiciliarias de agua potable,Cantidad de conexiones domiciliarias de agua potable nuevas y rehabilitadas como parte del proyecto.,2024,,23707
XM-DAC-46007-500192,result_2,result_2_12,1,1,,Salud,Área de construcción - salud,Cantidad de metros cuadrados construidos y rehabilitados por el proyecto correspondientes a infraestructura orientada a la atención del sector salud.,2016,,13534
XM-DAC-46007-501078,result_2,result_2_17,1,1,,Víal,Puentes nuevos - rehabilitados,Cantidad de puentes contruidos y/o rehabilitados dentro del proyecto.,2023,,0
XM-DAC-46007-501226,result_2,result_2_5,1,1,,Energía,Líneas de transmisión eléctrica nuevas,Número de kilómetros de líneas de transmisión eléctrica para conducción instaladas como parte del proyecto. Este indicador solo se utiliza si es una ampliación de la red existente o la construcción de una nueva red.,2025,,0
XM-DAC-46007-500248,result_2,result_2_4,1,1,,Energía,Conexiones de energía,Cantidad de derivaciones o conexiones construidas desde la red de distribución del servicio eléctrico hacia la edificación o propiedad donde se hará uso de la energía eléctrica.,2017,,79116
XM-DAC-46007-302411,result_2,result_2_28,1,1,,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2014,,0
XM-DAC-46007-500459,result_2,result_2_13,1,1,,Salud,"Número de centros de atención médica (hospitales, centros de salud, etc) a intervenir","Cantidad de establecimientos de salud (hospitales, clínicas, centros de salud, puestos médicos u otras instalaciones sanitarias) beneficiados con obras de construcción, ampliación, rehabilitación o mantenimiento en el marco del proyecto.",2019,,0
XM-DAC-46007-500022,result_1,result_1_7,1,1,,Agua y Sanemiento,Conexiones domiciliarias de alcantarillado sanitario,Cantidad de conexiones domiciliarias de alcantarillado  nuevas y rehabilitadas como parte del proyecto.,2015,,0
XM-DAC-46007-500749,result_2,result_2_1,1,1,,Víal,Longitud de carretera nueva,"Número de kilómetros de carretera construidos en el proyecto, que corresponde a la superficie preparada para el   tránsito de vehículos motorizados, de por lo  menos dos ejes, con  características geométricas definidas de acuerdo a las normas técnicas vigentes.",2021,,0
XM-DAC-46007-501142,result_2,result_2_26,1,1,,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2024,,8
XM-DAC-46007-302411,result_2,result_2_27,2,1,,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2014,,0
XM-DAC-46007-500192,result_2,result_2_14,1,1,,Salud,"Inversión en salud (equipo, tecnología)","Monto de los recursos del proyecto  para la obtención de productos tecnológicos y equipos que aportan al desarrollo del sector salud, incluyendo equipo médico, equipo no médico (como muebles y equipos de oficina), entre otros.",2016,,0
XM-DAC-46007-302411,result_2,result_2_25,1,1,,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2014,,0
XM-DAC-46007-501149,result_1,result_1_10,1,1,,Educación,Centros escolares / educativos nuevos - rehabilitados,"Cantidad de establecimientos educativos beneficiados con obras de construcción, ampliación, rehabilitación o mejoramiento de infraestructura en el marco el proyecto.",2024,,0
XM-DAC-46007-500035,result_1,result_1_24,1,1,,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2015,,22
XM-DAC-46007-501187,result_2,result_2_11,1,1,,Salud,Camas hospitalarias censables y no censables,"Cantidad de camas censables y no censables brindadas por el proyecto al hospital, clínica o centro de salud. Las camas censables son las camas de hospitalización utilizadas de forma regular para pacientes internos, controladas por admisión. Las camas no censables (o de tránsito) son para atenciones transitorias y de corta estancia, como observación o inicio de tratamiento. ",2025,,301
XM-DAC-46007-302411,result_1,result_1_6,1,1,,Agua y Sanemiento,Conexiones domiciliarias de agua potable,Cantidad de conexiones domiciliarias de agua potable nuevas y rehabilitadas como parte del proyecto.,2014,,0
XM-DAC-46007-500270,result_2,result_2_12,1,1,,Salud,Área de construcción - salud,Cantidad de metros cuadrados construidos y rehabilitados por el proyecto correspondientes a infraestructura orientada a la atención del sector salud.,2018,,0
XM-DAC-46007-500860,result_2,result_2_17,1,1,,Víal,Puentes nuevos - rehabilitados,Cantidad de puentes contruidos y/o rehabilitados dentro del proyecto.,2022,,0
XM-DAC-46007-501151,result_2,result_2_5,1,1,,Energía,Líneas de transmisión eléctrica nuevas,Número de kilómetros de líneas de transmisión eléctrica para conducción instaladas como parte del proyecto. Este indicador solo se utiliza si es una ampliación de la red existente o la construcción de una nueva red.,2024,,0
XM-DAC-46007-501151,result_1,result_1_28,1,1,,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2024,,0
XM-DAC-46007-500645,result_1,result_1_7,1,1,,Agua y Sanemiento,Conexiones domiciliarias de alcantarillado sanitario,Cantidad de conexiones domiciliarias de alcantarillado  nuevas y rehabilitadas como parte del proyecto.,2020,,0
XM-DAC-46007-501114,result_2,result_2_1,1,1,,Víal,Longitud de carretera nueva,"Número de kilómetros de carretera construidos en el proyecto, que corresponde a la superficie preparada para el   tránsito de vehículos motorizados, de por lo  menos dos ejes, con  características geométricas definidas de acuerdo a las normas técnicas vigentes.",2024,,0
XM-DAC-46007-500507,result_2,result_2_26,1,1,,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2020,,0
XM-DAC-46007-500436,result_1,result_1_27,2,1,,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2019,,0
XM-DAC-46007-500276,result_2,result_2_25,1,1,,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2017,,0
XM-DAC-46007-500446,result_1,result_1_10,1,1,,Educación,Centros escolares / educativos nuevos - rehabilitados,"Cantidad de establecimientos educativos beneficiados con obras de construcción, ampliación, rehabilitación o mejoramiento de infraestructura en el marco el proyecto.",2019,,0
XM-DAC-46007-500248,result_1,result_1_24,1,1,,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2017,,414
XM-DAC-46007-302441,result_2,result_2_11,1,1,,Salud,Camas hospitalarias censables y no censables,"Cantidad de camas censables y no censables brindadas por el proyecto al hospital, clínica o centro de salud. Las camas censables son las camas de hospitalización utilizadas de forma regular para pacientes internos, controladas por admisión. Las camas no censables (o de tránsito) son para atenciones transitorias y de corta estancia, como observación o inicio de tratamiento. ",2014,,0
XM-DAC-46007-500429,result_1,result_1_6,1,1,,Agua y Sanemiento,Conexiones domiciliarias de agua potable,Cantidad de conexiones domiciliarias de agua potable nuevas y rehabilitadas como parte del proyecto.,2019,,0
XM-DAC-46007-500459,result_2,result_2_12,1,1,,Salud,Área de construcción - salud,Cantidad de metros cuadrados construidos y rehabilitados por el proyecto correspondientes a infraestructura orientada a la atención del sector salud.,2019,,37000
XM-DAC-46007-501243,result_2,result_2_17,1,1,,Víal,Puentes nuevos - rehabilitados,Cantidad de puentes contruidos y/o rehabilitados dentro del proyecto.,2025,,0
XM-DAC-46007-500271,result_1,result_1_28,1,1,,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2017,,20500
XM-DAC-46007-500208,result_1,result_1_7,1,1,,Agua y Sanemiento,Conexiones domiciliarias de alcantarillado sanitario,Cantidad de conexiones domiciliarias de alcantarillado  nuevas y rehabilitadas como parte del proyecto.,2016,,0
XM-DAC-46007-500422,result_2,result_2_1,1,1,,Víal,Longitud de carretera nueva,"Número de kilómetros de carretera construidos en el proyecto, que corresponde a la superficie preparada para el   tránsito de vehículos motorizados, de por lo  menos dos ejes, con  características geométricas definidas de acuerdo a las normas técnicas vigentes.",2019,,0
XM-DAC-46007-501159,result_1,result_1_26,1,1,,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2024,,0
XM-DAC-46007-501114,result_1,result_1_27,2,1,,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2024,,0
XM-DAC-46007-501247,result_1,result_1_25,1,1,,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2025,,0
XM-DAC-46007-501217,result_3,result_3_2,1,1,,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2025,,0
XM-DAC-46007-500429,result_2,result_2_24,1,1,,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2019,,0
XM-DAC-46007-500995,result_2,result_2_11,1,1,,Salud,Camas hospitalarias censables y no censables,"Cantidad de camas censables y no censables brindadas por el proyecto al hospital, clínica o centro de salud. Las camas censables son las camas de hospitalización utilizadas de forma regular para pacientes internos, controladas por admisión. Las camas no censables (o de tránsito) son para atenciones transitorias y de corta estancia, como observación o inicio de tratamiento. ",2023,,0
XM-DAC-46007-500646,result_1,result_1_6,1,1,,Agua y Sanemiento,Conexiones domiciliarias de agua potable,Cantidad de conexiones domiciliarias de agua potable nuevas y rehabilitadas como parte del proyecto.,2021,,11773
XM-DAC-46007-500422,result_2,result_2_17,1,1,,Víal,Puentes nuevos - rehabilitados,Cantidad de puentes contruidos y/o rehabilitados dentro del proyecto.,2019,,0
XM-DAC-46007-500357,result_1,result_1_28,1,1,,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2018,,16648
XM-DAC-46007-500429,result_1,result_1_7,1,1,,Agua y Sanemiento,Conexiones domiciliarias de alcantarillado sanitario,Cantidad de conexiones domiciliarias de alcantarillado  nuevas y rehabilitadas como parte del proyecto.,2019,,0
XM-DAC-46007-501108,result_2,result_2_1,1,1,,Víal,Longitud de carretera nueva,"Número de kilómetros de carretera construidos en el proyecto, que corresponde a la superficie preparada para el   tránsito de vehículos motorizados, de por lo  menos dos ejes, con  características geométricas definidas de acuerdo a las normas técnicas vigentes.",2024,,0
XM-DAC-46007-501218,result_1,result_1_26,1,1,,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2025,,38
XM-DAC-46007-501243,result_1,result_1_27,2,1,,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2025,,0
XM-DAC-46007-500213,result_2,result_2_25,1,1,,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2016,,0
XM-DAC-46007-500901,result_6,result_6_2,1,1,,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2022,,0
XM-DAC-46007-501142,result_2,result_2_24,1,1,,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2024,,84
XM-DAC-46007-500930,result_1,result_1_20,1,1,,"Agronegocios, Desarrollo Rural ",Área bajo riego,"Área en hectáreas en la cual se construyó un sistema de riego a raíz del desarrollo del proyecto. Por área bajo riego se entenderá el área donde se realiza la aplicación artificial de agua para beneficiar los cultivos. Por ejemplo: riego por goteo, aspersión, entre otros. ",2023,,0
XM-DAC-46007-501108,result_2,result_2_17,1,1,,Víal,Puentes nuevos - rehabilitados,Cantidad de puentes contruidos y/o rehabilitados dentro del proyecto.,2024,,0
XM-DAC-46007-500645,result_3,result_3_28,1,1,,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2020,,1563470
XM-DAC-46007-501162,result_1,result_1_7,1,1,,Agua y Sanemiento,Conexiones domiciliarias de alcantarillado sanitario,Cantidad de conexiones domiciliarias de alcantarillado  nuevas y rehabilitadas como parte del proyecto.,2025,,0
XM-DAC-46007-500901,result_6,result_6_1,1,1,,Víal,Longitud de carretera nueva,"Número de kilómetros de carretera construidos en el proyecto, que corresponde a la superficie preparada para el   tránsito de vehículos motorizados, de por lo  menos dos ejes, con  características geométricas definidas de acuerdo a las normas técnicas vigentes.",2022,,0
XM-DAC-46007-500832,result_1,result_1_26,1,1,,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2022,,489
XM-DAC-46007-500446,result_2,result_2_27,2,1,,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2019,,0
XM-DAC-46007-500248,result_1,result_1_25,1,1,,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2017,,522
XM-DAC-46007-500634,result_1,result_1_10,1,1,,Educación,Centros escolares / educativos nuevos - rehabilitados,"Cantidad de establecimientos educativos beneficiados con obras de construcción, ampliación, rehabilitación o mejoramiento de infraestructura en el marco el proyecto.",2020,,0
XM-DAC-46007-500426,result_1,result_1_9,1,1,,Educación,Área de construcción - educación,"Cantidad de metros cuadrados de centros educativos construidos y rehabilitados en el proyecto, incluidas las ampliaciones tales como áreas cívicas, canchas deportivas, bibliotecas, laboratorios, auditorios, salones de usos múltiples, entre otros. ",2019,,0
XM-DAC-46007-501128,result_1,result_1_6,1,1,,Agua y Sanemiento,Conexiones domiciliarias de agua potable,Cantidad de conexiones domiciliarias de agua potable nuevas y rehabilitadas como parte del proyecto.,2024,,5738
