activity_identifier,org_ref,org_name,org_type,role,activity_id,crs_channel_code
XI-IATI-IADB-AR-L1358,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1358,AR-MSAL,"MINISTERIO DE SALUD 
 
",10,4,,
XI-IATI-IADB-AR-L1358,AR-MSAL,"MINISTERIO DE SALUD 
 
",10,4,,
XI-IATI-IADB-AR-L1280,XI-IATI-IADB,Green Climate Fund,40,3,,
XI-IATI-IADB-AR-L1280,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1280,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1280,AR-BICE,"BANCO INVERSION Y COMERCIO EXTERIOR SA 
 
",40,4,,
XI-IATI-IADB-AR-L1280,AR-BICE,"BANCO INVERSION Y COMERCIO EXTERIOR SA 
 
",40,4,,
XI-IATI-IADB-AR-L1307,AR-MINI,"MINISTERIO DEL INTERIOR 
 
",10,4,,
XI-IATI-IADB-AR-L1307,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1307,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1307,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1307,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1391,AR-DNV,DIRECCION NACIONAL DE VIALIDAD,10,4,,
XI-IATI-IADB-AR-L1391,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1391,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1391,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1391,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1422,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1422,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1272,AR-PBA,PROVINCIA DE BUENOS AIRES,10,2,,
XI-IATI-IADB-AR-L1272,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1272,AR-MISPPBA,MINISTERIO DE INFRAESTRUCTURA Y SERVICIOS PUBLICOS DE LA PRO,10,4,,
XI-IATI-IADB-AR-L1272,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1272,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1351,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1351,AR-MECON,MINISTERIO DE ECONOMIA,10,4,,
XI-IATI-IADB-AR-L1351,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1351,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1351,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1405,AR-MECON,MINISTERIO DE ECONOMIA,10,4,,
XI-IATI-IADB-AR-L1405,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1405,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1405,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1405,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1361,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1361,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1361,AR-MDS,MINISTERIO DE DESARROLLO SOCIAL,10,4,,
XI-IATI-IADB-AR-L1361,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1361,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1142,AR-MSAL,"MINISTERIO DE SALUD 
 
",10,4,,
XI-IATI-IADB-AR-L1142,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1142,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1142,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1142,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1198,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1198,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1198,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1198,AR-MAGYP,"MINISTERIO DE AGRICULTURA, GANADERIA Y PESCA 
",10,4,,
XI-IATI-IADB-AR-L1198,AR-MAGYP,"MINISTERIO DE AGRICULTURA, GANADERIA Y PESCA 
",10,4,,
XI-IATI-IADB-AR-L1133,AR-DNV,DIRECCION NACIONAL DE VIALIDAD,10,4,,
XI-IATI-IADB-AR-L1133,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1133,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1133,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1133,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1289,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1289,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1289,AR-MECON,MINISTERIO DE ECONOMIA,10,4,,
XI-IATI-IADB-AR-L1289,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1289,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1148,AR-MOP,"MINISTERIO DE OBRAS PUBLICAS 
 
",10,4,,
XI-IATI-IADB-AR-L1148,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1148,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1148,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1148,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1079,AR-SE,SUBSECRETARIA DE ENERGIA,10,4,,
XI-IATI-IADB-AR-L1079,AR-AR,NACION ARGENTINA,10,2,,
XI-IATI-IADB-AR-L1079,XI-IATI-IADB,INTER AMERICAN DEVELOPMENT BANK,40,1,,
XI-IATI-IADB-AR-L1079,XI-IATI-IADB,Ordinary Capital,40,3,,
XI-IATI-IADB-AR-L1079,XI-IATI-IADB,Ordinary Capital,40,3,,
