activity_identifier,url,format,title,description,category_code,language_code,document_date
XM-DAC-928-AR-2018-19-02.004.AM01.ARG01,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2018-19-02.004.AM01.ARG01,http://open.who.int/2018-19/country-programme/ARG/02.004,text/html,Budget,,A05,en,
XM-DAC-928-AR-2018-19-03.001.AM01.ARG04,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2018-19-03.001.AM01.ARG04,http://open.who.int/2018-19/country-programme/ARG/03.001,text/html,Budget,,A05,en,
XM-DAC-928-AR-2018-19-03.001.AM01.ARG05,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2018-19-03.001.AM01.ARG05,http://open.who.int/2018-19/country-programme/ARG/03.001,text/html,Budget,,A05,en,
XM-DAC-928-AR-2018-19-03.005.AM01.ARG01,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2018-19-03.005.AM01.ARG01,http://open.who.int/2018-19/country-programme/ARG/03.005,text/html,Budget,,A05,en,
XM-DAC-928-AR-2018-19-03.005.AM01.ARG03,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2018-19-03.005.AM01.ARG03,http://open.who.int/2018-19/country-programme/ARG/03.005,text/html,Budget,,A05,en,
XM-DAC-928-AR-2018-19-03.006.AM01.ARG01,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2018-19-03.006.AM01.ARG01,http://open.who.int/2018-19/country-programme/ARG/03.006,text/html,Budget,,A05,en,
XM-DAC-928-AR-2018-19-03.006.AM01.ARG02,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2018-19-03.006.AM01.ARG02,http://open.who.int/2018-19/country-programme/ARG/03.006,text/html,Budget,,A05,en,
XM-DAC-928-AR-2018-19-04.001.AM01.ARG01,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2018-19-04.001.AM01.ARG01,http://open.who.int/2018-19/country-programme/ARG/04.001,text/html,Budget,,A05,en,
XM-DAC-928-AR-2018-19-04.002.AM01.ARG01,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2018-19-04.002.AM01.ARG01,http://open.who.int/2018-19/country-programme/ARG/04.002,text/html,Budget,,A05,en,
XM-DAC-928-AR-2018-19-04.003.AM01.ARG01,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2018-19-04.003.AM01.ARG01,http://open.who.int/2018-19/country-programme/ARG/04.003,text/html,Budget,,A05,en,
XM-DAC-928-AR-2018-19-04.004.AM01.ARG01,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2018-19-04.004.AM01.ARG01,http://open.who.int/2018-19/country-programme/ARG/04.004,text/html,Budget,,A05,en,
XM-DAC-928-AR-2018-19-04.004.AM01.ARG03,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2018-19-04.004.AM01.ARG03,http://open.who.int/2018-19/country-programme/ARG/04.004,text/html,Budget,,A05,en,
XM-DAC-928-AR-2018-19-06.001.AM01.ARG01,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2018-19-06.001.AM01.ARG01,http://open.who.int/2018-19/country-programme/ARG/06.001,text/html,Budget,,A05,en,
XM-DAC-928-AR-2018-19-06.004.AM01.ARG03,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2018-19-06.004.AM01.ARG03,http://open.who.int/2018-19/country-programme/ARG/06.004,text/html,Budget,,A05,en,
XM-DAC-928-AR-2018-19-06.004.AM01.ARG04,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2018-19-06.004.AM01.ARG04,http://open.who.int/2018-19/country-programme/ARG/06.004,text/html,Budget,,A05,en,
XM-DAC-928-AR-2018-19-06.005.AM01.ARG01,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2018-19-06.005.AM01.ARG01,http://open.who.int/2018-19/country-programme/ARG/06.005,text/html,Budget,,A05,en,
XM-DAC-928-AR-2018-19-06.005.AM01.ARG02,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2018-19-06.005.AM01.ARG02,http://open.who.int/2018-19/country-programme/ARG/06.005,text/html,Budget,,A05,en,
XM-DAC-928-AR-2018-19-12.002.AM01.ARG01,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2018-19-12.002.AM01.ARG01,http://open.who.int/2018-19/country-programme/ARG/12.002,text/html,Budget,,A05,en,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG01,https://portal.who.int/triplebillions/PowerBIDashboards/ExploreIndicators,text/html,"Triple billion targets - tracking the work of WHO, countries, regions and partners to meet the Triple Billion targets and health-related Sustainable Development Goals (SDGs)",,A08,en,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG01,https://www.who.int/about/accountability/results/who-results-report-2020-mtr,text/html,WHO Mid-term Results Report - Programme Budget 2020-2021,,A08,en,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG01,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG01,http://open.who.int/2020-21/country-programme/ARG/01.001,text/html,Budget,,A05,en,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG02,https://portal.who.int/triplebillions/PowerBIDashboards/ExploreIndicators,text/html,"Triple billion targets - tracking the work of WHO, countries, regions and partners to meet the Triple Billion targets and health-related Sustainable Development Goals (SDGs)",,A08,en,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG02,https://www.who.int/about/accountability/results/who-results-report-2020-mtr,text/html,WHO Mid-term Results Report - Programme Budget 2020-2021,,A08,en,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG02,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG02,http://open.who.int/2020-21/country-programme/ARG/01.001,text/html,Budget,,A05,en,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG03,https://portal.who.int/triplebillions/PowerBIDashboards/ExploreIndicators,text/html,"Triple billion targets - tracking the work of WHO, countries, regions and partners to meet the Triple Billion targets and health-related Sustainable Development Goals (SDGs)",,A08,en,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG03,https://www.who.int/about/accountability/results/who-results-report-2020-mtr,text/html,WHO Mid-term Results Report - Programme Budget 2020-2021,,A08,en,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG03,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG03,http://open.who.int/2020-21/country-programme/ARG/01.001,text/html,Budget,,A05,en,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG05,https://portal.who.int/triplebillions/PowerBIDashboards/ExploreIndicators,text/html,"Triple billion targets - tracking the work of WHO, countries, regions and partners to meet the Triple Billion targets and health-related Sustainable Development Goals (SDGs)",,A08,en,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG05,https://www.who.int/about/accountability/results/who-results-report-2020-mtr,text/html,WHO Mid-term Results Report - Programme Budget 2020-2021,,A08,en,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG05,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2020-21-01.001.AM01.ARG05,http://open.who.int/2020-21/country-programme/ARG/01.001,text/html,Budget,,A05,en,
XM-DAC-928-AR-2020-21-01.003.AM01.ARG01,https://portal.who.int/triplebillions/PowerBIDashboards/ExploreIndicators,text/html,"Triple billion targets - tracking the work of WHO, countries, regions and partners to meet the Triple Billion targets and health-related Sustainable Development Goals (SDGs)",,A08,en,
XM-DAC-928-AR-2020-21-01.003.AM01.ARG01,https://www.who.int/about/accountability/results/who-results-report-2020-mtr,text/html,WHO Mid-term Results Report - Programme Budget 2020-2021,,A08,en,
XM-DAC-928-AR-2020-21-01.003.AM01.ARG01,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2020-21-01.003.AM01.ARG01,http://open.who.int/2020-21/country-programme/ARG/01.003,text/html,Budget,,A05,en,
XM-DAC-928-AR-2020-21-01.003.AM01.ARG03,https://portal.who.int/triplebillions/PowerBIDashboards/ExploreIndicators,text/html,"Triple billion targets - tracking the work of WHO, countries, regions and partners to meet the Triple Billion targets and health-related Sustainable Development Goals (SDGs)",,A08,en,
XM-DAC-928-AR-2020-21-01.003.AM01.ARG03,https://www.who.int/about/accountability/results/who-results-report-2020-mtr,text/html,WHO Mid-term Results Report - Programme Budget 2020-2021,,A08,en,
XM-DAC-928-AR-2020-21-01.003.AM01.ARG03,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2020-21-01.003.AM01.ARG03,http://open.who.int/2020-21/country-programme/ARG/01.003,text/html,Budget,,A05,en,
XM-DAC-928-AR-2020-21-01.003.AM01.ARG05,https://portal.who.int/triplebillions/PowerBIDashboards/ExploreIndicators,text/html,"Triple billion targets - tracking the work of WHO, countries, regions and partners to meet the Triple Billion targets and health-related Sustainable Development Goals (SDGs)",,A08,en,
XM-DAC-928-AR-2020-21-01.003.AM01.ARG05,https://www.who.int/about/accountability/results/who-results-report-2020-mtr,text/html,WHO Mid-term Results Report - Programme Budget 2020-2021,,A08,en,
XM-DAC-928-AR-2020-21-01.003.AM01.ARG05,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2020-21-01.003.AM01.ARG05,http://open.who.int/2020-21/country-programme/ARG/01.003,text/html,Budget,,A05,en,
XM-DAC-928-AR-2020-21-02.001.AM01.ARG01,https://portal.who.int/triplebillions/PowerBIDashboards/ExploreIndicators,text/html,"Triple billion targets - tracking the work of WHO, countries, regions and partners to meet the Triple Billion targets and health-related Sustainable Development Goals (SDGs)",,A08,en,
XM-DAC-928-AR-2020-21-02.001.AM01.ARG01,https://www.who.int/about/accountability/results/who-results-report-2020-mtr,text/html,WHO Mid-term Results Report - Programme Budget 2020-2021,,A08,en,
XM-DAC-928-AR-2020-21-02.001.AM01.ARG01,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2020-21-02.001.AM01.ARG01,http://open.who.int/2020-21/country-programme/ARG/02.001,text/html,Budget,,A05,en,
XM-DAC-928-AR-2020-21-02.002.AM01.ARG01,https://portal.who.int/triplebillions/PowerBIDashboards/ExploreIndicators,text/html,"Triple billion targets - tracking the work of WHO, countries, regions and partners to meet the Triple Billion targets and health-related Sustainable Development Goals (SDGs)",,A08,en,
XM-DAC-928-AR-2020-21-02.002.AM01.ARG01,https://www.who.int/about/accountability/results/who-results-report-2020-mtr,text/html,WHO Mid-term Results Report - Programme Budget 2020-2021,,A08,en,
XM-DAC-928-AR-2020-21-02.002.AM01.ARG01,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2020-21-02.002.AM01.ARG01,http://open.who.int/2020-21/country-programme/ARG/02.002,text/html,Budget,,A05,en,
XM-DAC-928-AR-2020-21-02.003.AM01.ARG02,https://portal.who.int/triplebillions/PowerBIDashboards/ExploreIndicators,text/html,"Triple billion targets - tracking the work of WHO, countries, regions and partners to meet the Triple Billion targets and health-related Sustainable Development Goals (SDGs)",,A08,en,
XM-DAC-928-AR-2020-21-02.003.AM01.ARG02,https://www.who.int/about/accountability/results/who-results-report-2020-mtr,text/html,WHO Mid-term Results Report - Programme Budget 2020-2021,,A08,en,
XM-DAC-928-AR-2020-21-02.003.AM01.ARG02,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2020-21-02.003.AM01.ARG02,http://open.who.int/2020-21/country-programme/ARG/02.003,text/html,Budget,,A05,en,
XM-DAC-928-AR-2020-21-02.003.AM01.ARG03,https://portal.who.int/triplebillions/PowerBIDashboards/ExploreIndicators,text/html,"Triple billion targets - tracking the work of WHO, countries, regions and partners to meet the Triple Billion targets and health-related Sustainable Development Goals (SDGs)",,A08,en,
XM-DAC-928-AR-2020-21-02.003.AM01.ARG03,https://www.who.int/about/accountability/results/who-results-report-2020-mtr,text/html,WHO Mid-term Results Report - Programme Budget 2020-2021,,A08,en,
XM-DAC-928-AR-2020-21-02.003.AM01.ARG03,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2020-21-02.003.AM01.ARG03,http://open.who.int/2020-21/country-programme/ARG/02.003,text/html,Budget,,A05,en,
XM-DAC-928-AR-2020-21-03.001.AM01.ARG01,https://portal.who.int/triplebillions/PowerBIDashboards/ExploreIndicators,text/html,"Triple billion targets - tracking the work of WHO, countries, regions and partners to meet the Triple Billion targets and health-related Sustainable Development Goals (SDGs)",,A08,en,
XM-DAC-928-AR-2020-21-03.001.AM01.ARG01,https://www.who.int/about/accountability/results/who-results-report-2020-mtr,text/html,WHO Mid-term Results Report - Programme Budget 2020-2021,,A08,en,
XM-DAC-928-AR-2020-21-03.001.AM01.ARG01,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2020-21-03.001.AM01.ARG01,http://open.who.int/2020-21/country-programme/ARG/03.001,text/html,Budget,,A05,en,
XM-DAC-928-AR-2020-21-03.001.AM01.ARG02,https://portal.who.int/triplebillions/PowerBIDashboards/ExploreIndicators,text/html,"Triple billion targets - tracking the work of WHO, countries, regions and partners to meet the Triple Billion targets and health-related Sustainable Development Goals (SDGs)",,A08,en,
XM-DAC-928-AR-2020-21-03.001.AM01.ARG02,https://www.who.int/about/accountability/results/who-results-report-2020-mtr,text/html,WHO Mid-term Results Report - Programme Budget 2020-2021,,A08,en,
XM-DAC-928-AR-2020-21-03.001.AM01.ARG02,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2020-21-03.001.AM01.ARG02,http://open.who.int/2020-21/country-programme/ARG/03.001,text/html,Budget,,A05,en,
XM-DAC-928-AR-2020-21-03.002.AM01.ARG01,https://portal.who.int/triplebillions/PowerBIDashboards/ExploreIndicators,text/html,"Triple billion targets - tracking the work of WHO, countries, regions and partners to meet the Triple Billion targets and health-related Sustainable Development Goals (SDGs)",,A08,en,
XM-DAC-928-AR-2020-21-03.002.AM01.ARG01,https://www.who.int/about/accountability/results/who-results-report-2020-mtr,text/html,WHO Mid-term Results Report - Programme Budget 2020-2021,,A08,en,
XM-DAC-928-AR-2020-21-03.002.AM01.ARG01,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2020-21-03.002.AM01.ARG01,http://open.who.int/2020-21/country-programme/ARG/03.002,text/html,Budget,,A05,en,
XM-DAC-928-AR-2020-21-03.002.AM01.ARG02,https://portal.who.int/triplebillions/PowerBIDashboards/ExploreIndicators,text/html,"Triple billion targets - tracking the work of WHO, countries, regions and partners to meet the Triple Billion targets and health-related Sustainable Development Goals (SDGs)",,A08,en,
XM-DAC-928-AR-2020-21-03.002.AM01.ARG02,https://www.who.int/about/accountability/results/who-results-report-2020-mtr,text/html,WHO Mid-term Results Report - Programme Budget 2020-2021,,A08,en,
XM-DAC-928-AR-2020-21-03.002.AM01.ARG02,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2020-21-03.002.AM01.ARG02,http://open.who.int/2020-21/country-programme/ARG/03.002,text/html,Budget,,A05,en,
XM-DAC-928-AR-2020-21-03.003.AM01.ARG01,https://portal.who.int/triplebillions/PowerBIDashboards/ExploreIndicators,text/html,"Triple billion targets - tracking the work of WHO, countries, regions and partners to meet the Triple Billion targets and health-related Sustainable Development Goals (SDGs)",,A08,en,
XM-DAC-928-AR-2020-21-03.003.AM01.ARG01,https://www.who.int/about/accountability/results/who-results-report-2020-mtr,text/html,WHO Mid-term Results Report - Programme Budget 2020-2021,,A08,en,
XM-DAC-928-AR-2020-21-03.003.AM01.ARG01,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2020-21-03.003.AM01.ARG01,http://open.who.int/2020-21/country-programme/ARG/03.003,text/html,Budget,,A05,en,
XM-DAC-928-AR-2020-21-03.003.AM01.ARG02,https://portal.who.int/triplebillions/PowerBIDashboards/ExploreIndicators,text/html,"Triple billion targets - tracking the work of WHO, countries, regions and partners to meet the Triple Billion targets and health-related Sustainable Development Goals (SDGs)",,A08,en,
XM-DAC-928-AR-2020-21-03.003.AM01.ARG02,https://www.who.int/about/accountability/results/who-results-report-2020-mtr,text/html,WHO Mid-term Results Report - Programme Budget 2020-2021,,A08,en,
XM-DAC-928-AR-2020-21-03.003.AM01.ARG02,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2020-21-03.003.AM01.ARG02,http://open.who.int/2020-21/country-programme/ARG/03.003,text/html,Budget,,A05,en,
XM-DAC-928-AR-2020-21-04.001.AM01.ARG01,https://portal.who.int/triplebillions/PowerBIDashboards/ExploreIndicators,text/html,"Triple billion targets - tracking the work of WHO, countries, regions and partners to meet the Triple Billion targets and health-related Sustainable Development Goals (SDGs)",,A08,en,
XM-DAC-928-AR-2020-21-04.001.AM01.ARG01,https://www.who.int/about/accountability/results/who-results-report-2020-mtr,text/html,WHO Mid-term Results Report - Programme Budget 2020-2021,,A08,en,
XM-DAC-928-AR-2020-21-04.001.AM01.ARG01,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2020-21-04.001.AM01.ARG01,http://open.who.int/2020-21/country-programme/ARG/04.001,text/html,Budget,,A05,en,
XM-DAC-928-AR-2020-21-04.001.AM01.ARG02,https://portal.who.int/triplebillions/PowerBIDashboards/ExploreIndicators,text/html,"Triple billion targets - tracking the work of WHO, countries, regions and partners to meet the Triple Billion targets and health-related Sustainable Development Goals (SDGs)",,A08,en,
XM-DAC-928-AR-2020-21-04.001.AM01.ARG02,https://www.who.int/about/accountability/results/who-results-report-2020-mtr,text/html,WHO Mid-term Results Report - Programme Budget 2020-2021,,A08,en,
XM-DAC-928-AR-2020-21-04.001.AM01.ARG02,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2020-21-04.001.AM01.ARG02,http://open.who.int/2020-21/country-programme/ARG/04.001,text/html,Budget,,A05,en,
XM-DAC-928-AR-2020-21-04.001.AM01.ARG03,https://portal.who.int/triplebillions/PowerBIDashboards/ExploreIndicators,text/html,"Triple billion targets - tracking the work of WHO, countries, regions and partners to meet the Triple Billion targets and health-related Sustainable Development Goals (SDGs)",,A08,en,
XM-DAC-928-AR-2020-21-04.001.AM01.ARG03,https://www.who.int/about/accountability/results/who-results-report-2020-mtr,text/html,WHO Mid-term Results Report - Programme Budget 2020-2021,,A08,en,
XM-DAC-928-AR-2020-21-04.001.AM01.ARG03,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2020-21-04.001.AM01.ARG03,http://open.who.int/2020-21/country-programme/ARG/04.001,text/html,Budget,,A05,en,
XM-DAC-928-AR-2020-21-04.002.AM01.ARG01,https://portal.who.int/triplebillions/PowerBIDashboards/ExploreIndicators,text/html,"Triple billion targets - tracking the work of WHO, countries, regions and partners to meet the Triple Billion targets and health-related Sustainable Development Goals (SDGs)",,A08,en,
XM-DAC-928-AR-2020-21-04.002.AM01.ARG01,https://www.who.int/about/accountability/results/who-results-report-2020-mtr,text/html,WHO Mid-term Results Report - Programme Budget 2020-2021,,A08,en,
XM-DAC-928-AR-2020-21-04.002.AM01.ARG01,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2020-21-04.002.AM01.ARG01,http://open.who.int/2020-21/country-programme/ARG/04.002,text/html,Budget,,A05,en,
XM-DAC-928-AR-2020-21-04.002.AM01.ARG06,https://portal.who.int/triplebillions/PowerBIDashboards/ExploreIndicators,text/html,"Triple billion targets - tracking the work of WHO, countries, regions and partners to meet the Triple Billion targets and health-related Sustainable Development Goals (SDGs)",,A08,en,
XM-DAC-928-AR-2020-21-04.002.AM01.ARG06,https://www.who.int/about/accountability/results/who-results-report-2020-mtr,text/html,WHO Mid-term Results Report - Programme Budget 2020-2021,,A08,en,
XM-DAC-928-AR-2020-21-04.002.AM01.ARG06,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2020-21-04.002.AM01.ARG06,http://open.who.int/2020-21/country-programme/ARG/04.002,text/html,Budget,,A05,en,
XM-DAC-928-AR-2020-21-04.003.AM01.ARG02,https://portal.who.int/triplebillions/PowerBIDashboards/ExploreIndicators,text/html,"Triple billion targets - tracking the work of WHO, countries, regions and partners to meet the Triple Billion targets and health-related Sustainable Development Goals (SDGs)",,A08,en,
XM-DAC-928-AR-2020-21-04.003.AM01.ARG02,https://www.who.int/about/accountability/results/who-results-report-2020-mtr,text/html,WHO Mid-term Results Report - Programme Budget 2020-2021,,A08,en,
XM-DAC-928-AR-2020-21-04.003.AM01.ARG02,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2020-21-04.003.AM01.ARG02,http://open.who.int/2020-21/country-programme/ARG/04.003,text/html,Budget,,A05,en,
XM-DAC-928-AR-2020-21-04.003.AM01.ARG03,https://portal.who.int/triplebillions/PowerBIDashboards/ExploreIndicators,text/html,"Triple billion targets - tracking the work of WHO, countries, regions and partners to meet the Triple Billion targets and health-related Sustainable Development Goals (SDGs)",,A08,en,
XM-DAC-928-AR-2020-21-04.003.AM01.ARG03,https://www.who.int/about/accountability/results/who-results-report-2020-mtr,text/html,WHO Mid-term Results Report - Programme Budget 2020-2021,,A08,en,
XM-DAC-928-AR-2020-21-04.003.AM01.ARG03,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2020-21-04.003.AM01.ARG03,http://open.who.int/2020-21/country-programme/ARG/04.003,text/html,Budget,,A05,en,
XM-DAC-928-AR-2020-21-04.003.AM01.ARG04,https://portal.who.int/triplebillions/PowerBIDashboards/ExploreIndicators,text/html,"Triple billion targets - tracking the work of WHO, countries, regions and partners to meet the Triple Billion targets and health-related Sustainable Development Goals (SDGs)",,A08,en,
XM-DAC-928-AR-2020-21-04.003.AM01.ARG04,https://www.who.int/about/accountability/results/who-results-report-2020-mtr,text/html,WHO Mid-term Results Report - Programme Budget 2020-2021,,A08,en,
XM-DAC-928-AR-2020-21-04.003.AM01.ARG04,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2020-21-04.003.AM01.ARG04,http://open.who.int/2020-21/country-programme/ARG/04.003,text/html,Budget,,A05,en,
XM-DAC-928-AR-2020-21-13.002.AM01.ARG02,https://portal.who.int/triplebillions/PowerBIDashboards/ExploreIndicators,text/html,"Triple billion targets - tracking the work of WHO, countries, regions and partners to meet the Triple Billion targets and health-related Sustainable Development Goals (SDGs)",,A08,en,
XM-DAC-928-AR-2020-21-13.002.AM01.ARG02,https://www.who.int/about/accountability/results/who-results-report-2020-mtr,text/html,WHO Mid-term Results Report - Programme Budget 2020-2021,,A08,en,
XM-DAC-928-AR-2020-21-13.002.AM01.ARG02,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2020-21-13.002.AM01.ARG02,http://open.who.int/2020-21/country-programme/ARG/13.002,text/html,Budget,,A05,en,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG01,https://www.who.int/about/accountability/results/who-results-report-2022-2023/country-profile/ARG,text/html,2022-2023 WHO Results Report_Argentina_Country profile,,A08,en,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG01,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG01,http://open.who.int/2022-23/country-programme/ARG/01.001,text/html,Budget,,A05,en,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG02,https://www.who.int/about/accountability/results/who-results-report-2022-2023/country-profile/ARG,text/html,2022-2023 WHO Results Report_Argentina_Country profile,,A08,en,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG02,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG02,http://open.who.int/2022-23/country-programme/ARG/01.001,text/html,Budget,,A05,en,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG03,https://www.who.int/about/accountability/results/who-results-report-2022-2023/country-profile/ARG,text/html,2022-2023 WHO Results Report_Argentina_Country profile,,A08,en,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG03,http://iris.paho.org/xmlui/handle/123456789/34360,application/pdf,Country Cooperation Strategy- Argentina (2017-2021),,B03,es,
XM-DAC-928-AR-2022-23-01.001.AM01.ARG03,http://open.who.int/2022-23/country-programme/ARG/01.001,text/html,Budget,,A05,en,
